interaction_id	a_alias	b_alias	a_id	b_id
634722	P32927	P07948-2	3303272	4083603
634795	P17936	P02787	5156786	14008088
634803	P84022	Q15797	506434	1373290
635208	B7Z240	L7RT18	900408	2886402
635240	F1D8P8	Q15648	781714	1007949
635350	P38919	P61326	852155	3781384
635385	A8K401	Q01094	1066643	4572002
635446	O95166	Q14596	3589204	3921852
635547	P17980	Q9BRP4	1379409	3167932
635595	Q06787	P51116	38167	3243741
635814	P46527	Q04917	4358568	4529117
635815	P10747	P42081	2304874	9378558
636081	Q5XPI4	Q9BSL1	1987115	4853511
636129	P51665	P62191	2229312	3369267
636136	P06493	Q01538	857930	927866
636222	Q9UMD9	P16144	1250912	4919225
636303	P40337-3	Q8TEY7	2677230	4813873
636306	A7UKX8	P20226	1386965	4197396
636479	P25788	P25787	936905	1431607
636668	P00167	G4XXL9	3301364	4587507
636717	F1D8N4	K7PPA8	532535	1885413
637077	Q14186	P06400	1960858	4863907
637195	Q9UM73	P21246	1136337	4497883
637203	P50748	O43264	1982488	5071843
637308	B1AKZ4	P28482	2628672	3357491
637353	Q9H444	O95630	2189474	2618592
637390	O75884	P06400	4500968	4863907
637519	P60520	Q9Y4P1	2183154	4915679
637578	Q08211	Q07666	1165658	3573425
637676	P62195	P13805	5186717	5276157
637760	P62136-3	P49750-4	2413104	5433705
637828	O43255	P63279	265632	4600608
637910	O15105	E9PRV2	73857	1208032
638118	Q99816	O14964	2256074	5123142
638265	P00533	Q13322	2135848	4664766
638290	P49815-5	P62258	2387858	3077030
638468	O15105	Q6ZNA4	73857	724057
638568	P04626	P00533	711574	2135848
638579	P41279	Q04864	2555383	3513892
638684	Q9Y230	Q9BVM2	1103259	2653348
638696	Q9H944	Q9NX70	3088223	4732732
638725	B4E1U9	Q9NQU5	2556870	4054679
638751	P22681	Q9H6Q3	4739027	4861720
638765	Q07889	Q12929	4078346	4384063
638916	O75791	rogid:vuQMUqXsV4OzwQlPWMuvhSy5xLg9606	1706107	21535866
638925	P24593	P35858	3196230	4869527
638934	P62333	P62195	3686531	5186717
638988	P46527	P0CG47	4358568	4803389
639115	P49023	L7RT18	2178303	2886402
639208	P15407	P35638	2087840	4947898
639304	P52798	P54764	6842	3134370
639326	P19525-2	Q12906-5	384850	2436210
639339	F1D8Q5	Q9Y6Q9-5	2071127	2296393
639492	Q13191	P62993-2	1403224	4056103
639533	O43924	Q15382	1548856	2037708
639540	F1D8N7	P28702	1609728	2334564
639774	P22415	Q15853-4	1576328	2862996
639919	Q92747	O15144	1036887	4479744
639928	Q9Y5S9	Q96A72	816216	5119701
639961	Q9HC52	Q99496	1522904	3583773
640175	P30307-3	B4DT73	5118044	9148484
640247	Q7L5N1	Q16637	2309550	3698509
640373	Q15276-2	Q9UJY4	1868729	4506918
640429	Q13485	O75925	3087482	4042785
640552	P35998	P62191	1062659	3369267
640559	P27037	C8C060	2627717	4926532
640766	P29350	P43405	299897	3999360
640789	P19838	P25963	2681838	2963834
640790	Q16594	P49848	1611110	3371469
640866	Q9UIV1	Q14106	20696	5106243
640894	P53350	P14635	1859715	4670894
641025	Q04724	Q14469	3082885	3344382
641056	P09919-3	Q99062-4	2266477	2904938
641063	Q99962	Q99700	3008487	5294702
641077	Q15572-2	P20226	2985788	4197396
641147	P60709	XP_005251997	2255804	4327650
641176	F6KD01	O14745	105791	172914
641189	Q12967-2	P01116-2	776494	4377376
641231	Q99558	Q14790-5	2024366	4874921
641417	P28562	P28482	2299390	3357491
641459	Q9Y5K6	P22681	4137152	4739027
641553	O43660	Q99459	4181514	5222487
641633	Q13158	B1AKZ4	1651152	2628672
641639	O94817	A9UGY9	4461253	5071100
641643	P33897	P40855	3410891	5056284
641741	Q13501	Q658J6	3502869	5091618
641791	Q6NUQ1	O43264	1131604	5071843
641899	P26010	P38570	3097962	9650618
641918	O00167-2	Q9UIU6	2146559	9442767
642116	F1D8N4	P49715	532535	4398609
642151	Q09472	P16220-3	820620	2768047
642340	P05556-2	Q9UKX5	1979966	4191721
642351	XP_005269953	XP_005251446	1975270	2954220
642375	Q09472	Q92793	820620	4774660
642411	Q9Y678	Q9UBF2	3485207	4516170
642458	P04637-7	A8K5I0	1885413	3202052
642537	O15066	Q9Y496	176705	3092166
642631	Q9Y4A5-2	O96019-2	1223735	1960370
642715	Q9UPR3	Q92900-2	2205379	3427613
642770	Q9Y4K3	Q92985-3	2981808	4704365
642900	NM_000024	O14745	57073	172914
643076	O14901	P28482	1345866	3357491
643263	Q9Y6Q9-5	XP_005273549	2296393	5151310
643327	F8W8Q9	P54920	1444291	3868092
643364	Q9NPH3-2	P01584	1998366	3873100
643383	P08069	P35568	638045	3143545
643399	P29350	P11274	299897	4305807
643447	Q01196-8	Q13951	886751	1436231
643542	P00533	P35222	2135848	4717503
643594	Q99558	P07900-2	2024366	3691852
643676	Q8NEZ2	Q99816	486107	2256074
643686	D0PNI1	P30307	746078	5118044
643697	P78396-2	P46527	842303	4358568
643712	P98082	Q9UM54-1	1581317	5353143
643713	P50395-2	P62820-3	2777809	3501522
643981	Q9BYG3	P46013	1625736	2803067
643999	P06239	P09326	1065781	2375470
644038	B0YJ88	P15311	751872	4258047
644169	Q9UQ13	P01112-2	226286	2229473
644178	P30154	Q16537	1976916	2997756
644323	Q86TP1	P15531	3323303	4424305
644389	O14641	P04637-7	400924	1885413
644458	P58753	Q06187	4389571	5234989
644612	O15111	Q7Z406	1960612	9378319
644836	P05556-2	A8MVV6	1979966	2804887
644941	P30304	P14635	1390823	4670894
645102	O75530	Q6ZN18	2392011	5287963
645248	P30874	Q9Y566	1061961	9213995
645321	P41220	NP_001189431	808478	3081518
645361	P22607	P05230	656326	2654427
645458	P05090	P02652	1701894	4426536
645511	P21580	E7ET96	24031	259627
645542	P08047	Q02447-5	3095898	4613710
645704	O75376	O15379	899063	4810370
645748	Q02218	P36957	1187339	2972109
645781	Q9NZI2	A4D0V9	8598	4486924
645839	NP_003363	O15457	819961	1746366
645850	P26992	P26441	74622	3748087
645999	Q15797	D3DPA4	1373290	3303645
646030	P78527-2	P13010	4713146	5231284
646051	Q9H444	P63279	2189474	4600608
646070	Q01453	P40855	857874	5056284
646079	Q9P021	P78352-3	771261	5309542
646124	P43403-2	P15498	334699	1274382
646163	P35916	P29353	1522844	1871880
646189	P46109	P10721	327364	1981907
646295	P78396-2	Q01094	842303	4572002
646406	P30291-2	P31946	1638228	3909139
646486	Q01094	P06400	4572002	4863907
646561	Q15653	Q04864	2976835	3513892
646581	L7RRS6	B3KNX7	321631	4004555
646678	Q9NR55	P05412	2186833	5155720
646800	Q99750	O15015-2	4475099	5435438
646977	P42224-2	Q92793	1004542	4774660
647142	Q09472	E2GIM6	820620	2265349
647366	Q99728	Q05048	602537	3480034
647418	P19525-2	P42224-2	384850	1004542
647419	P04637-8	P19338	1885413	3509741
647442	B7Z3D6	O75293	857930	5118634
647471	Q92629-3	Q14315-2	3893442	4003138
647548	XP_005269076	Q9Y478	2579206	3713468
647560	Q8IUX8-2	Q99962	455899	3008487
647565	P06730	O43432	913032	1588838
647632	Q99750	P52737	4475099	4899712
647704	Q09472	P17676	820620	3962824
647803	P38936	P09874	941370	4501358
647889	P01130	Q8NBP7	912086	3783042
647954	P01106-2	Q969H0-2	1368998	3272118
647984	Q15796	Q13485	1160340	3087482
648025	NP_001244254	P05067-7	482626	2186087
648095	P63208	Q9UKC9	232848	1242946
648136	O14641	O95817	400924	2856334
648151	Q16543	O43318	2348958	4300278
648260	Q92831	Q9Y2Y9	1991355	4725445
648331	O95751	Q9H9D4	1703459	4617541
648386	Q15022	Q6ZN18-2	782598	5287963
648423	Q03468	P23025	480105	3540080
648477	P15531	P54274-2	4424305	5406538
648649	NP_000035	Q15788-2	508037	3390649
648660	Q92769	Q02447	2662282	4613710
648689	Q9Y383	Q9P2H0	4717061	9644680
648782	P60510	Q6NUP7	322805	4826904
648831	P61201-2	Q9BT78	3096373	3407528
648900	P04637-8	P54132	1885413	1933837
649058	Q13257	B4DL80	1977606	5062028
649152	XP_005270321	Q13485	910608	3087482
649190	P27694	P04637-7	1613993	1885413
649213	P48431	F1T0F8	1423899	1975704
649328	P67809	P05549-5	168143	591325
649431	P24394-2	P29353-2	261522	1871880
649526	P62258	Q9UQL6	3077030	9378084
649631	P56524	Q14814	1734411	2533040
649645	P43246	Q9UQ84-4	813561	1963721
649670	Q09028	Q02447	1366033	4613710
649835	Q99963	XP_005274553	212624	4662323
649963	Q8WTW3	NP_001182068	5259232	14005925
650169	Q08209-2	XP_005260987	2803406	4527687
650180	P13861	P24588	948625	9378659
650370	Q96AY2	Q96NY9	5314002	5352488
650397	Q92466	B2RBV7	2237342	4948675
650510	Q6ZVK8	P33316-2	2355471	2878369
650704	Q04206-4	O15379	4629164	4810370
651056	Q13547	P35222	3908752	4717503
651251	B7Z240	XP_005258631	900408	1719520
651283	Q13616	Q13309	3342392	4492196
651357	Q92945	Q13868	2243284	2920749
651371	P62191	P43686-2	3369267	5266921
651422	P35858	P17936	4869527	5156786
651583	Q16514	P20226	3305883	4197396
651604	Q9P253	Q9H269	131074	1251870
651853	Q9NPD3	Q01780	750330	2532732
651896	O95817	C9JHD5	2856334	4831970
651900	B0LPE5	NP_001155898	929751	1942456
651943	P08631	Q13444-10	221523	9214147
651951	P08069	G4XH65	638045	4157895
651974	P12956	Q92830	504941	3614980
652028	P23458	P06213	2038544	9769294
652084	B7Z240	Q9Y6I3-1	900408	3083997
652108	O14910	Q9NZW5	2066880	2445225
652188	Q9Y4K3	XP_005266701	2981808	4752727
652226	Q8N1B4	Q5VIR6-2	1916943	3387706
652227	P12004	NP_001230153	618017	4638894
652389	P22626	P14866	3152384	4565634
652467	Q15303-3	A6ZID6	1180258	14007084
652625	P60953	P27986	2556870	3503650
652726	O95782-2	P29353-2	1719520	1871880
652837	P15336	P35638	952160	4947898
652853	P10636	P37840	1026809	3643191
652877	P11802	P06400	3621324	4863907
652899	P15336	Q02930	952160	4470617
652952	F1T0G5	B1APZ0	2309071	2659709
652972	O60260-5	Q99719	2682300	2779844
653073	P00742	P10646-2	1729172	2279423
653311	A4D1G0	P42773	2403972	3362875
653389	Q15438	P05107	209978	1027325
653456	P41597-2	P80098	3032487	4949672
653604	Q9UNE7	Q12933	2168149	2547906
653621	P42768	Q06187	4531310	5234989
653639	Q15843	Q9Y5A7	3670225	3903885
653737	P35625	P08253	3561944	3971681
653745	P28749	P84022	314383	506434
653813	P06493	P17096	857930	2219336
653863	P23025	P32780	3540080	4810709
653934	O43809	Q16630	1034179	3285460
653980	P17676	P49716	3962824	5013173
654020	Q9Y4K3	Q9Y6Q6	2981808	3032639
654110	Q15796	Q9HAU4	1160340	1393325
654280	Q9UHD2	A7MCY6	1382021	2208558
654463	Q12933	P28908	2547906	3832992
654484	NP_001269883	O60674	1801038	3976855
654550	P56524	O15379	1734411	4810370
654585	P08069	P62258	638045	3077030
654603	Q09472	P40763	820620	3027803
654726	P15531	P55042	4424305	5071018
654777	P17861-2	P18850	717706	3051344
654827	P62191	P62333	3369267	3686531
654940	Q9UNE7	Q99933	2168149	9214020
654983	Q13485	P63279	3087482	4600608
655019	L7RT18	A7KAX9-2	2886402	5376339
655050	P32927	Q06124	3303272	5369795
655350	P22223	P35222	1749202	4717503
655439	P14625	NM_000384	2993521	14005522
655457	O43516	P16333	883318	4456845
655496	Q12778	G4XH65	3348102	4157895
655506	Q15303	Q02297	1180258	2491091
655655	P33991	Q14566	1749544	2127787
655659	O00193	P01023	3759536	16814786
655864	P30556	B0ZBE2	2271250	4259668
655890	Q92831	P06400	1991355	4863907
655938	Q15303-3	P78352-3	1180258	5309542
655965	Q14739	P45973	3265372	5056622
655981	P43403-2	P29353-2	334699	1871880
656035	P49810-3	Q9Y2W7	53381	3091813
656188	Q16539-3	Q9BY84	3378486	4001470
656204	Q9NQS3	Q92692-2	2973302	4855052
656376	O15111	P31751	1960612	2269842
656416	P04637-8	G5E9M8	1885413	3095898
656751	Q96RL1	P38398-4	2499314	4280011
656769	A4D1I7	Q14203	2295161	3553333
656803	F5GZT1	XP_005265808	1401435	1574614
656885	Q15306-2	P17947	418524	2246861
657025	Q16539	Q02078	3378486	4804264
657101	Q99613	Q9UBQ5	751057	4054553
657105	A8K8L7	XP_005257858	2866020	4730625
657167	P31153	Q9NZL9	883631	3954454
657183	P63167	O14490	1279185	1884736
657292	Q13772	P10275	133535	508037
657315	NP_003363	B1AQP2	819961	3865460
657400	Q14186	O00716	1960858	4830470
657517	Q9Y297-2	P62837-2	910608	4601808
657546	Q9UM11	B4DL80	1030157	5062028
657557	P63208	Q9UKT7	232848	3022043
657572	P12931	Q16825	863768	3019540
657820	P60510	Q9NY27	322805	3369489
657887	B4DWW4	Q13416	3556920	4231106
658051	Q9UKV0-8	Q02078	3363510	4804264
658172	P50148	P49798-5	1806051	4284121
658300	P13984	P35269	2677625	4366513
658347	P62258	Q04917	3077030	4529117
658364	XP_005253745	Q12933	1740156	2547906
658365	A2I2P0	O15534	1839995	5363082
658437	O14625	XP_005262313	438453	3500415
658504	Q04637	Q14240	233647	3004319
658565	A8K6K3	Q9NYJ8	343045	2248140
658664	P48444-2	Q9UBF2	671816	4516170
658667	Q99836-3	O43791	1186808	3511889
658809	O60716	P33151	2215931	2314077
659000	O95257	P06493	86338	857930
659228	Q96GD4	Q9H0H5	550375	1405313
659245	Q9UMX0	P48723	3184048	3588758
659306	Q13077	P41273	1508903	3131567
659387	Q13115	P28482	2746595	3357491
659443	P25101-5	P05305	1738986	3914662
659490	Q9UBC3-3	P45973	4941082	5056622
659496	XP_005270946	P68431	845754	3410334
659508	B3KNX7	O43639	4004555	4765909
659541	XP_005263086	Q04206-4	2681838	4629164
659624	Q9Y6Q9-5	P24385	2296393	4865286
659689	Q96DE7	O43541	1393325	4777149
659779	P45985	P45983	133359	856398
659786	O43290	Q9BZL1	1721437	4223735
659840	P31273	Q15797	15251	1373290
659848	P63208-2	Q9UKT5-2	232848	4174215
659899	XP_005253707	P12757-5	10013539	10724543
659912	P12931	Q969G3	863768	4683502
660081	Q09472	G4XH65	820620	4157895
660195	P04637-8	P20226	1885413	4197396
660267	G4XH65	P38398	4157895	4280011
660341	P25791	Q86U70	3321411	3777633
660452	P01375	P19438	342056	1020765
660453	A6NHG8	Q9Y6Q6	974711	3032639
660528	P54762	P98172	3320868	3995436
660573	P68431	Q9Y294	3410334	3875217
660603	E3WEB6	P28347	1208032	5406456
660810	Q9UGJ0-2	F8W9D1	737582	2579206
660920	Q9P0L0	P63027	2178199	4433270
661019	O14745	Q9NQ66-2	172914	2245324
661061	Q8WV28-3	Q06187	1211827	5234989
661164	Q99708	Q13363	548744	2222878
661315	Q13363-2	A0PJI1	2222878	9441631
661339	P11388	Q02880	4684870	5408864
661387	P21580	Q9Y3C5	24031	4372825
661431	Q99627	Q92905	456446	2080390
661508	P12004	P40937	618017	1845044
661650	P00533	Q12913	2135848	5369859
661672	Q6ZVK8	Q8TBN0	2355471	2774082
661706	O43561	P78314	3344377	4625948
661836	P08069	Q00987-11	638045	1386965
661899	Q9NZN8	Q9ULM6	1791003	5273888
661900	P19784	N0E4C7	4038294	5251677
662052	Q99683	O00463	150325	4899455
662223	Q9UBU7	O00311	606233	3490381
662372	Q5TEH5	P07996	1850984	4741479
662469	O15111	Q99558	1960612	2024366
662603	Q04206-4	Q05513-2	4629164	5247574
662634	Q9H410-4	Q96IY1-2	1402832	4642519
662641	P12004	Q14191	618017	1077593
662661	P35916-1	O43915	1522844	2894105
662898	O95067	P06493	825431	857930
663237	Q12906	Q9HAV4	2436210	4764076
663257	P55211	P43146	2474442	9213510
663277	P49639-3	Q99750	3715266	4475099
663295	Q16513	P61586	2785977	5001936
663323	P30519	P54257	5088523	11791409
663382	P06307	P32239	3949361	4723115
663406	E5KLB5	P18887	33166	16834046
663429	Q13490	O43353	1925908	4557976
663542	P06239	G5E9K3	1065781	3344377
663685	P62993-2	Q05193-3	4056103	4370876
663880	Q9GZX5	P38398-4	3154767	4280011
663980	P22681	P08581	4739027	4861001
663985	P35638	O43889-2	4947898	5032510
664037	P98170	Q9Y4K3	686131	2981808
664121	Q9UHR5	Q9UHX1	2418584	3229339
664127	Q9UJF2	P61981	3287921	4303895
664148	P55036	E9KL30	1951806	4651885
664327	P01100	P35638	3805630	4947898
664406	O43187	XP_005271456	889060	4389571
664444	P35998	Q15008	1062659	4386137
664480	Q13490	P42574	1925908	3329408
664549	Q15554-3	P54132	475613	1933837
664592	Q14155	Q13177	202100	1248292
664709	P28074	P49720	749684	2168400
664783	P02511	XP_005268721	509096	4876078
664964	P21810	NP_000651	2008845	4705467
664971	Q99719	Q92599	2779844	3771957
665000	P30872	O00230	1953219	3202170
665026	P04626-3	Q05397	711574	882993
665043	P11137-3	B0LPF3	2373588	4056103
665071	Q96B01	Q06609	605828	1183784
665147	A8K9B1	P26038	3017397	4949991
665246	Q15797	O43541	1373290	4777149
665270	Q13224	Q15700-5	807344	2191274
665297	P68400-2	P07900-2	632859	3691852
665316	O00329-2	P01112	1454797	2229473
665341	A8MZ54	XP_005254798	382851	907267
665460	P06493	P38936	857930	941370
665695	P60953	P19878	2556870	4397833
665844	P60520	O95352-3	2183154	3132597
666090	A8K3M3	P06213	5114861	9769294
666139	O15085	Q9ULL4	323602	4318845
666193	B4E1U9	O60890	2556870	4830179
666226	O60716	P19022	2215931	2912791
666232	Q13705	O14793	1751295	1816591
