a_alias	b_alias
Q9P1Z2-4	Q9Y573-2
P04012	Q92973
Q62796	Q8NFH8
P36897	Q61011
Q12882	Q8ZCK2
Q06495	P08238
P63172	Q6KNA9
O75419	Q15714
Q96R67	Q15714
P63165	P59595
O75376-2	O14867
NP_066289	P19784
Q9BXM7	Q8ZDX8
Q9Y272	P04899
O00182	Q8ZGW9
F6KD01	Q15831
B7Z4S1	P50613
Q6FIC5	P23508
O43516	Q9UNF0
XP_005270321	Q5JTC6
Q13347	Q92956
B2R9L7	Q5JY77
P31948	Q02790
Q9NQ76	P16333
P20073	Q8ZDX4
P23458	Q9HCK5
L7RT18	O60885
O60716-21	P14923
B4DQB3	Q15596
P68366	Q07960
O95140	Q5HYW3
P18484	O43426
Q16610	Q12805
Q9H6X5	NP_066289
P06241	Q9UL51
Q9Y689-2	rogid:wOHOpvxcbtMZcppLe0OLY2EvECg9606
Q5M7Z0	P62837
P12931	XP_005259611
Q9HA64	Q70EL4
Q9Y5V3	rogid:I0Ro3HSRiCuSTSbbiEfjCCZAk/o9606
P30480	Q9UL25
Q99598	Q8CZK5
P51825	O60563
Q13283	G8JLK7
Q5R372-3	Q9Y3P9
P26006	P30409
P56524	G4XH65
Q9UL40	P03496
Q9GZN1	Q16658
P21796	P10415
P28482	Q8BSK8
O75964	Q15714
Q9NQC1	Q8WYH8
P35222	Q14526
O43439-5	Q16559
XP_005246267	Q92985-3
Q10587	Q8CWG5
Q9NRI5	O95714
Q9UNN5	P35222
Q92466	Q9H211
A0AVK6	Q96AV8
P56537	Q9UQ80
Q16270	Q8ZI60
B1A4G6	P60981
O60739	P26583
Q99963	rogid:KNPEoMK1RwmmVkI1YsEWkFNF3Ek9606
Q99683	rogid:JoGbtnOSc20mQ5vX1r9dbRI/0fk9606
XP_005266754	Q14680
P10636	Q06486
NP_066289	XP_005263609
P59768	Q9HAV0
Q15262	P04626
O75365	P57678
P05114	XP_005260042
NP_066289	P25911-2
P68133	Q0ZGT2
Q9Y2X0	G4XH65
Q00403	Q13887
Q9NY30	NP_066289
P07437	O95166
Q9UK53-5	P52292
Q01130	Q96S94-2
P43246	NP_066289
O60315	Q81WF4
Q13547	P43405
P50990	B3KUN1
P97697	P29218
P61964	P0CG63
O15554	F8W9D1
Q96FN4	Q3TB81
P41743	Q658J6
P55072	Q9UK22
Q9UBC3-3	B2RBV7
Q6VY07	P19139
P40630	H6UYS5
XP_005274398	P32121-5
P48436	Q7RTU7
NP_001002273	P51451
P11802	P36873
P42227	P17275
P07195	P60763
Q8TE96	P31016
L7RRS6	O43306-2
Q86TL0	Q14790
XP_003846672	Q9UKX7
Q9UQ35	XP_005250348
P01375	B4E1U9
P31946	rogid:da4LkV5g1S9mHUxywC185Cg/hYg9606
Q9UHD2	P62258
O15372	Q5JSZ5
Q99801	Q92831
P06462	Q09472
Q16623	A2RU94
P35235	B0LPF3
Q9Y5X1	Q9ULH1
O43679	Q96NA2
O60684	Q9NX58
Q86VP6	Q9BW61
P12270	P61956-2
Q9H161	P55318
P19438	P15311
XP_005260042	P25098
A1Z199	P35222
Q9H081	Q9HBM1
P62330	P53396
Q9UBK2	Q9Y2X0
P28482	XP_005259611
Q14192	Q969Q1
Q92598	Q15102
NP_066289	O14545
P31016	Q13435
Q70EK8	P01040
Q9BSB4	O43524
Q92769	P41229-3
P31016	O43734
Q13151	Q7L2J0
Q9P209	P23258
rogid:MTV9kBj6yD5YAdFn/g08Bf96o6g9606	rogid:hOztRltV3SlWsdvjRBivBljg68o9606
P55036	P17540
Q67296	Q8NHQ1
Q9NYF8-4	rogid:rMFU7lqCAoeDdIfc6FB3iOlVXzY562
P43360	P35606
Q13283	Q9Y4K3
P62263	Q9NX58
P61247	P42766
Q969Z0	Q9NYA4
P62330	rogid:rQmrata4grf/TabfwmgKQoH+1u49606
AAK97132	rogid:XzaYg9HzZBeUnEJUhqtRtG9rnRA9606
P15172	NP_065697
O18973	Q9UJY4
O75427	Q96ST3
P41567	P11171
Q59H77	O43815
O43463	Q16695
P84022-4	P49716
P52434	Q00403
Q14232	rogid:QJEzdvzJKIilDtDGF+7MJjBQCFc9606
P07492-2	Q16820
O00291	P68135
B4E1P5	NP_001269883
P03433	Q8N661
P49069	P08F94-2
Q13451	P50750
O95166	Q9Y3P9
P31946	Q86W92
P49917	P13010
P97436	Q02086
Q61337	P61981
O14686	Q5T170
P06788	P51784
Q86X55	P11940
P31016	O15405
Q8N5F7	D3DU92
Q62356	Q14689
XP_005258020	Q15370-2
Q9UJ14-5	Q8TBR7
Q14164	P55209
D0PNI1	Q99698
A5JUZ3	G4XH65
O60739	Q15365
P63165	Q9H4B4
O15350-4	Q12980
Q8WWQ0	P22736
Q15185	P42574
Q9NVD7	rogid:OYTGPI7ZqtKYCELgs1vqur0gAgY9606
P04637-7	Q13569
Q13617	Q96GG9
P04233	Q8ZJL7
P51665	Q16401
D3DPA4	Q8R0F6
XP_005260406	Q9UBK2
NP_066289	P52434
Q9NTN9-2	P78352-3
P12004	Q9HAW4
Q06587	P49450
XP_005270946	B2R4R0
P63279	rogid:xt0H/CBbFUiDbovpYTQqJO0yru89606
Q13464	Q16555
Q16531	XP_005265259
Q9Y2K6	Q99613
Q8N4Q1	P87108
P23526-2	Q8TDR0-2
P61088	Q9Y478
P07355	P60953
A4D2P1	O60952
P49840	Q07820-2
Q15528-2	Q96G25-3
Q86WH2	P50749
rogid:CCaswbmrsFA3TDhEnlecqSkbUnU9606	rogid:X+xdD0AfxOnDwd7K90mRICrc3A49606
P52435	Q9Y5B0-2
Q9UHZ2	Q8ZA84
Q96QL3	rogid:wOHOpvxcbtMZcppLe0OLY2EvECg9606
Q14697	Q13177
B3KNF6	P51784
E2GH25	Q8ZJP7
Q92667-2	Q16825
Q6UVK1	P26006
O43592	Q96RR4
Q9Y3E7	P01100
Q8WXG6-6	Q9NQX5
XP_005245504	P41161
B1A4G6	Q7L2H7
Q9H0Y0	Q16576
Q5VWX1	P31942-5
P50395-2	Q969Q5
Q9BUP0	Q14525
Q9Y265	Q9UJU2-4
P48023	Q5TZC3
Q9UQ88-8	P42574
Q5H9L2	O75618
Q99942	Q9P055-5
P24278	P06821
Q15262	P22681
Q52LR7	Q9NPF5
NP_066289	A0MNN5
AAC50346	rogid:YLDdSNHjyIncrlbI1yEXo1Lms9U9606
Q92945	B0LPF3
Q9Y3C5	rogid:q8F6M01vRmDEtbEmCGbwHUzF1c810116
O94782	NP_066289
P06239	P24468-2
O76071	Q9UHI6
P36897	Q9ESS0
B0I1S9	O76071
P30480	P33993
XP_005271593	P13569
O75376-2	Q9UPN9-2
O60880	Q96QR3
Q9NRW4	P28482
Q9D1P4	K9JA46
Q01459	Q96RU3
P41220	P08754
P25963	P04083
XP_005253735	O94811
P61106	O14964
Q9HB71	P23508
P60709	P80316
P31016	Q9UK80
P63162	rogid:eheeuRJ0sxFmFp5JKzdd9l97c4k9606
P08253-3	P50281
Q921J2	P42345
Q13620-3	Q7L5N1
Q53HL2	P63165
K7PPA8	P17676
Q9UKE5	G4XXL9
Q6P9B9	Q9UL03-2
XP_005277870	Q04149
Q9UKS7-2	P56524
Q15466	NP_066289
Q02413	Q70EK8
Q96T58	P58411
Q92785	Q8WUZ0
P05981	rogid:mmGG+TeU/w76XFSK0AweLmdk8EU9606
O00257	P63279
K7PPA8	P04731
A0MNP2	P10276
P88961	Q13546
Q92956	I4AY87
Q9UNN8	rogid:cFHaWkoId41uviouTaBHtS3V8as9606
P51809-3	Q9H3Z4
P52907	A9UGY9
Q15173	O15169-2
P28749	Q9Y605
P63165	rogid:ZsdTrh4jv3gCIK5bBsvLfqRRccQ37133
Q9Y6K1	Q8ZEL7
Q00987	O95819
P40337	Q9Y3C8
Q5JSM3	Q81MN9
P60510	Q9BWH6
P51617-3	XP_005260987
Q15306-2	Q92786
P78559	Q658J6
P09651-3	P35222
Q96IX5	Q9BUV8
Q9QUN7	C3PTT6
O00221	B4DJ51
Q5EG05	O43353
P0C762	Q8N2S1
Q9UQE7	Q8NDV3-3
Q86TP1	P06396
Q9NZT2	Q8IYB3
Q13796	B0LPF3
Q09470	Q9NQC3
Q92547	Q13873
P35613	P49459
Q96L34-2	P31946
Q9NZU7	P01100
Q16778	Q92973-2
P07550	P31016
P30450	Q9Y4L1
Q86UU0	P35222
Q9Y4K3	Q86SQ7
Q9UQ35	P02545-4
Q92963	P35240-5
Q2NL82	Q9Y478
P40337	P50395
Q9Y239	Q9Y2Z0
P19474	XP_005272110
XP_005269647	P63279
P06730	rogid:TrVZrVqSDOG0R5KIg1JEICPDHtg32630
Q05195	Q13489
XP_005257685	XP_005272650
P13861	P51787-2
Q02224	Q96BD8
XP_005270946	B2R4P9
P05997	AAD13152
Q15596	Q6PML9
Q969U6	Q6UVJ0
P15260	Q06124-2
Q13105	Q04917
A4D2P0	NP_001230667
P12931	P10276
Q9Y3B9	O75604-3
Q9D8T3	Q13485
Q8IZX4	P62380
Q13813	D0PNI1
P09429	Q06190
Q96QT4	P13639
P46379	Q8ZJ16
P19490	Q9Y698
P01106	P61964
Q7Z6K1-2	Q15018
P07711	rogid:VThYhJWTy3fPPeMfsh36tvF0Dq89606
P63212	P04899
Q86UU5-2	Q9H3C7
O75461	O75182
B1A4G6	P49591
Q9HCC6	Q5T200
P14921	Q96NC0
O15111	Q06124-2
P54646	Q15773
P02730	Q06124
Q14781	B2R4P9
P68104	Q9NP81
Q86XT2	Q99816
O60704	P32246
O43809	P30504
XP_005250065	P08243-3
Q05707	Q8ZHK5
Q86YN6-2	Q9NPA5-2
P21796	rogid:cuXlOBB9orylIyuBIQQUeVuc3wA9606
Q15554-3	Q05519-2
P24534	P23508
Q9NY15	Q8CWI4
P55001	O76061
Q8WQG9	P05412
P62879	NP_066289
XP_005266863	P62714
XP_005253575	Q8IYB3
Q9Y4K3	Q8NFM7
Q8K387	NP_001186776
Q9Y6I4	Q9H496
Q13418	rogid:NmXPo862jOLOU+GY92AMJmm8s089606
Q14151	Q658J6
P61088	O15111
Q92769	P43405
NP_066289	P35227
Q92547	P03265
XP_005265259	B2RBV7
Q15022	XP_005250348
P00533	Q02246
Q14164	O00764
Q96EB1	Q6IA86-6
P41279	P58107
P42232	Q53G26
P40692	Q8IZH2
Q96AG4	Q14164
Q15050	Q9NX58
P43360	Q6NXE6
P42766	O15479
Q15233	Q53ET0
P50613	Q96BA7
Q9NZQ3	P15054
Q8NCE2	Q658J6
Q96GF1	Q9UHD9
Q96PN7	F1D8R8
P07199	P49450
P10912-2	P0CG50
B2R4P9	Q9UJW3
O95292-2	P61266
Q5W0Q7	NP_002263
P84022-4	Q9BQ52-4
P43360	B9A6J2
P48643	B3KUN1
NP_001029025	P61956-2
Q5T9A4	Q96T60
Q6FII1	Q96P16
P05067-7	P10809
P17213	P07478
Q9UN86-2	Q92901
Q9BUV8	rogid:BgB3dxYFJX/dOIuDmE/DPMB6LAo9606
P62258	P21981
Q9Y265	Q56A76
P63261	Q7L2J0
Q9HAU5	P58526
P46781	Q15714
A2A3R6	Q09161
Q04726	Q9UIU6
Q9Y6X1	P60468
P61088	P40337
P41732	rogid:iGn0hcIbaxvj5KToH8UO7hCAeWs9606
rogid:+MJb+2tM6gYnqP5azajY1TtFj6w9606	P49716
P62854	Q9NX58
Q9BXW9-3	Q9NS91
Q7ARA8	P17927
Q96AE4	Q7ARD6
B2R4R0	O82210
Q00987	P14625
P16333	Q9UHI7
B7Z240	Q7L804
P52435	Q9H6T3
P62851	Q99459
Q4VCS5-2	Q8IY63
Q02218	Q8ZJF3
Q14839	NP_001207701
P25963	O88522
P61586	Q86T64
Q9WUD1	P36897
A5X2V1	Q9Y6Q5
Q9HAU4	Q8K3A8
Q13283	Q9BRJ2
Q9Y6I4	XP_005245323
Q7ARD3	P10643
Q96K62	Q7CGI0
Q9GZS1	O00159
B4DRA0	Q8WYA6
O75534-2	Q16549
Q15020	Q9H7B2
P07737	rogid:FfThGJpQ3MmiUJpPOuZ1DiLraqI32630
P17096	P06748-2
Q12800	O95166
Q5TB27	Q5VTD9
P11836	Q8ZE20
P30480	Q8D014
Q99460	Q81VT8
O88448	Q14517
P10987	P54259
Q15466	F1D8N1
Q9UL62	Q9NSC5-4
Q68DV7	NP_066289
Q9Y6D6	AAD13152
P45984	Q9WVI9
Q5TDG3	Q70EL4
O60880	rogid:hz/jlYnEjkwiC7V9w2ADs96aAuY32630
Q5T6C5	Q9UPT9
Q8IUC4	Q9Y4K3
P08247	P63027
Q16401	P32565
B3KTM8	Q16576
D0PNI1	Q14974
Q92538	P31946
XP_005250065	A8K639
Q03164-2	Q9Y5Z7
P34932	Q9BXA6
P30480	P62191
P35240	Q10728
Q6AHZ1	Q8Z9S8
rogid:ngVeoyKj/d9CuvmQ9Cy6uOZySgg9606	Q9Y241
Q13443-2	Q9Y371
P36873-2	Q2L6I0
Q9NS23	Q658J6
P32121-5	P20396
P11831	P55210-2
Q9Y6I4	O75821
O60522	P54274-2
NP_066289	Q7LCB3
P15927	Q5UIP0
Q02763	O35608
rogid:A+eNkpWf4w678bO/XgYmqNix/PU9606	D9YZU5
NP_066289	Q99707
P17812	P31946
P24394-2	P35568
NP_066289	Q96FW1
P62263	P23508
XP_005253575	NP_066289
O15374-5	P35613
Q96CS3	NP_066289
P09874	P03087
P55085	Q15363
Q13547	P03070
H6UYS5	Q9CQB4
Q8CFU8	P60520
Q06486	K7PPA8
Q08211	P78527-2
P55036	P02768
P30480	Q9ULC4
Q8ZGR6	P15822
D0PNI1	Q9P2M7
P09012	AAC50791
P09429	Q9H2L5-3
Q14901	Q13616
Q15796-2	P16144-2
Q15233-2	Q96GM5
O95352	Q12778
Q96BD6	Q93034
Q5VTL8	P35222
Q9CZV8	P0CG47
O60711	Q8ZBT8
P54132	P63279
A8C4L5	P34932
Q09028	P30480
Q13349	NP_001157206
P61981	O60812
B3KTM8	O75182
Q71U36	Q13093
Q5VYV7	Q13043
Q15554-3	XP_005254726
D0PNI1	Q9GZS3
P14373	O75925
P39023	Q15853
Q7Z2D9	Q96QD9
Q8CDU1	D3DPA4
Q13177	P08670
O43927	O00585
P25391	Q8BDF8
Q13415	P0CG47
P10721-2	Q9P212
Q92574	P02794
Q13393-2	P49418
NP_066289	P12830
Q02543	O15479
Q92560	O15294-3
P70426	NP_001186776
Q9GZZ9	P49419-3
O09110	Q13485
Q58WW2	Q9HAU4
P48025	P02730
C8C060	rogid:AHUk1zzupkb8qPZacIbNGe/fjIo9606
XP_005245504	Q13620-3
Q9X2Y7	Q13158
Q96ST3	P78367
NP_066289	O96017-12
Q14571	P48995-2
P15586	P00519
Q15046	P57678
P37802	P23508
P84022-4	P78337
Q8IXM3	Q9BUV8
P08246	rogid:KDSVnflM8W7hLmiyABBOXTZ5v/Y9103
P16871	P58546
Q86VP6	Q86VL0
Q13501	P29401
Q03164-2	O60563
P70392	rogid:traJk+U7DMcnTO4kzGwHnSX52Cw9606
O43660	Q0WBF9
Q13242	P0DJD3-3
Q07812	Q8BWF2
B2R4P9	P49450
P35555	P07996
Q6PUV4	Q13277
Q9NVI1	Q9NS91
O43809	B0QZ35
Q15691	Q99661
P23759	L7RT18
P09651-3	P11940
Q15654	rogid:ZTqJ9DPhSAoUFb0ynGYzlIz9ves9606
Q96AE4	Q16539-4
O94776	O60341
Q96CC6	P01132
O00748	P58680
Q9Y608	Q8ZGA1
P25788	P55036
Q6ZU15	Q9WU34
P63173	Q9Y230
P47890	Q9NY56
Q09472	Q16619
Q16594	XP_005274205
Q9H3D4-7	Q9H211
Q15014	Q92769
Q8N2W9	D0VY79
P20810	P00519
Q9NXF1	Q8IY92
Q9H4P4	B3KSH4
Q02978-2	Q13286
P35813-2	Q13936-31
Q15554-3	Q9UQE7
P56945	Q9QWI6
Q9Y375	P60660
Q00987	Q5RHP9
Q9HCU9	Q5UIP0
Q08209-3	rogid:z2AmyqQLNfQAVgUB87VMRrZCIIE8355
Q9NVP2	Q16576
Q00613	J3KP76
P19838	Q8ZIH1
P07711	rogid:tJSKRSDbKh1E5TBRFOH3EeHe0rw9606
Q925J2	P08670
Q9UBK5-2	O43791
P06239	Q7L591-4
Q96BK5	P58107
NP_066289	P18858
Q86X55	P42229
P02462	Q8CZM4
P06400	Q8ZC49
Q9BYX4	Q3LXA3
XP_005259256	rogid:NASfif9ZKVNZo6R2Xhql+KqdFwk9606
Q13503	P50750
Q8WXD9	P06748-2
Q7L2J0	P55769
Q6PL18	O00716
Q9H1R2	P00519
P20073	Q8ZJJ5
Q15020	NP_001239058
P14324	Q99816
P22061	P11171
Q96EL3	Q9H0E7
A4D1W7	P27038
Q12800	P21579
P17844	P49841
NP_066289	Q13642-1
Q9BUZ4	P52732
XP_005271593	P62877
Q15398-3	Q9Y3I1-3
Q81LD0	Q00839
Q9EPK5	Q8IX12
Q8TDR0-2	Q13885
Q92569	P15391
P71213	E9KL23
O00506	B3KUN1
P63261	Q15149-7
G4XH65	Q9UHV7
Q9NRC1-5	O95405-2
Q99623	P58107
O95983	A0PJI1
P25963	P25205
P35813-2	P26038
Q15257-2	O60674
P70392	rogid:Jz0J5v4T3QrqgUuk0Ak4bZWcmu89606
Q8TAQ2	B0LPF3
P27038	P05111
XP_005266754	Q9UKI8-4
P31314-2	P62714
O95453	Q09161
Q9HDC5	O15350-4
NP_174051	P62826
Q9HCK5	Q9UJS0
Q9UL42	B0LPF3
O46385	XP_001129482
O14908	P17813
P24863-2	Q93074
P17980	Q99814
Q9UQC1	O00221
Q30167	rogid:h3aOUWieiHVvRPspBNGIScxhNKE9606
Q9Y4K3	Q4G148
NP_066289	P62249
P25685	NP_001265228
Q14764	Q81TT4
P31016	O15399
P11441	Q8TAT6
P78396	P53396
P19784	B4DJ51
Q96FW1	P61077
O00141	P14866
O60934	Q6ZW49
B7Z4N8	O43396
P15172	O14503
Q9ULG1	O43707
B1A4G6	P14923
Q6P2Q9	Q8CZQ9
Q56A76	Q92769
Q7KZI7	O60346
P04637-7	P51784
NP_066289	Q9HB71-2
XP_005258073	O75446
Q13547	P80365
Q14571	NP_001120979
P62249	A9UGY9
F5H282	Q8IXW5
Q92769	XP_005272669
Q9Y4K3	P41252
P42285	Q9NQT4
Q5M775	Q81JT7
Q96LT9	P58475
P19338	O15084
P31321	P63279
P61244	P42766
Q9Y4K3	Q02543
XP_005260406	XP_005260676
Q7L2J0	Q6IQ49
P29350-3	P84022-4
XP_005269162	Q13547
Q8CDU1	NP_001186776
O95343	Q13330
rogid:gaBJq2SkXWvGfjdqIyR0pcqsKTE9606	P22301
O15121	Q96JH8
Q9UPN9-2	P12980
P42713	Q9Y6X2
Q13127	P41229-3
Q13151	P42574
Q8IUY4	D0PNI1
P14780	Q9NRE1
Q12800	Q06413
P35579	O46385
Q13415	P00519
Q9NZ52	P49951
rogid:KKKP4WLvfWBXw3u5jqqQsN+6D4s9606	rogid:GLawsTId5Xn6M3xGz71QkZdNArA666
B3KSH4	Q96PU4
Q5T0D9	P40692
Q05086	P36799
O60739	Q13526
P19883	O08689
P50516	H6UYS5
P35125	B4DJ51
Q9UNN4-2	O15525
NP_066289	P06576
Q9UBC9	P23490
Q15545	P15976
Q9NRP0	Q15714
O00410	Q7Z6M2
Q12796	Q9H1D9
Q14164	P51148
P06730	Q8IWZ3
O15479	rogid:n7u4yC59fpg5FX3ALv2b4m0OdMY9606
Q13748	P05888
Q9Y3A3	O00506
L7RT27	P24385
P50402	P49736
P04350	O95166
P15927	O88708
Q14978	Q16254
Q9Y230	P40692
P03428	P45984
E9KL35	Q969H0-4
Q9Y6X8	Q81TQ2
Q56A76	O75446
Q7ARF1	Q9H2F9
Q8IUW5	Q8NC24
Q92560	Q96HN2-3
Q13619	Q15714
Q9UKK3	Q8ZFB2
Q10567	P04324
P48729	Q13367
D3DR86	P25788
Q9GZM8	Q66J96
P61586	Q8N5V2
P14780	P10915
P31016	Q9GZV8
Q6ZW49	P61964
Q07912	O43426
P55212	Q9Y616
P23409	Q96BH3
Q9H0R8	Q8TC07
Q16875	Q81JU4
O95817	P54274-2
P01730	Q81U22
P24394-2	rogid:v8Wjk8fj2frj4ixGw7xXdjEiR1E9606
rogid:79pV2DRdwBows5Da8/ETWMHLoiA9606	Q16586
O75506	P34932
Q00577	Q7L2J0
L7RT18	O75167
Q9UL51	P00519
Q03135	Q13393-2
Q11184	Q9UIS9
Q14152	NP_066289
P08047	O09106
B2R4R0	O15379
Q9NRD9	P07202-5
P02745	Q07021
P36404-2	P62714
P61289	Q9UET6
P16403	NP_066289
Q8NDI1	Q8D0R8
Q8IYH5	Q8N653
Q92905	A4D1L5
O95602	O15446
NP_066289	XP_005246706
P45452	P00748
A8K7B7	XP_005248033
Q15853	Q81SW4
AAQ04838	rogid:3dWRB94+Rz6r8XibcyBjyvpB+rk9606
P12883	Q99594
P55786	P23508
rogid:mCAN6K/8qPEzWH3tSnke0bMaSE89606	rogid:HQ+0yjVK5uennQquZ/LedDhDRjo9606
P52945	P78527-2
P23588	Q8WVZ9
P21580	P13489
O00422	P31946
P35556	AAB02036
Q16778	B3KXZ2
P61244	P49207
Q8TEW0-8	Q05513-2
Q15554-3	XP_005272599
Q14318	Q81PB7
P63279	A0PJI1
Q9UKE5	Q15008
Q9BVR6	Q8N5Z5
Q9GZN1	P37802
Q9Y2M5	Q7L5N1
P07339	P17936
Q9Y265	Q9Y4K3
Q8N163	O75365
Q13224	XP_005270398
P50402	P04296
XP_005245323	Q15052
Q9ULJ1	Q8ZG99
O75182	Q8TEE9
D2KHZ9	P49913
P01106	Q9UI12
Q09472	NP_001258090
Q15691	Q3KSU1
Q13224	Q96CW1-2
Q9UKE5	P30084
P11032	P01584
Q7KZF4	Q9GZZ9
L7RT18	Q8TB24
P27348	Q61097
P30480	P16949
P62082	H6UYS5
Q15648	Q15528-2
Q9UQ07	P25815
P22087	Q9UKS6
Q16594	Q15596
Q12959	rogid:z2AmyqQLNfQAVgUB87VMRrZCIIE8355
Q9GZM8	P60953
Q07666	P00520
Q04864	XP_005272669
P62330	Q8NC51
O75962	Q9Y5J5
AAH22098	rogid:ffNXY8U3QdBS3rn9ATKgUVayvOA32630
P59780	P62330
P26006	P10809
O15399	Q00610
P35609	Q01668
O00264	P23508
Q4VP87	Q86VB7
B0LPE5	Q9Y534
P05109	P19878
P54198	Q14814
rogid:Gua3jeBu9P/NI+ylo/p5qUk8/c89606	K9JA46
P56537	P07355
O00221	Q9Y230
P68400-2	Q03111
P49870	F1D8Q5
Q5T2W1	P11274
P11021	Q30201
P23497	P03496
XP_005260406	O35627-2
NP_957905	P63208
Q92831	Q9Y6J9
Q96PU8-6	XP_005267280
Q6X4W1-6	P62826
P46109	P08069
O15372	Q9Y478
Q15797	P78543
P00734	rogid:dqqs3kU+1yOoZs3S7WSMRgi3GkU9606
Q96G01-4	O14576-3
P12004	Q2NKM7
Q06330-7	Q96ST3
O15444	P24766
P40337	rogid:qcG/4R6C/YfzGxYgYw05JY5oMmc9606
NP_034083	Q969E3
Q5T6S3	P63279
E5KLB5	P19174
NP_001155898	P46527
Q9NTJ3	Q9Y5J5
Q8IZP0-3	Q9UI08-2
Q99627-2	P78406
O94817	rogid:+8XSEUTk9eeZVGbtHrRarIZmq9U9606
O43251	Q8ZD27
O75446	O15379
P61769	rogid:Sw2XMqG3sW7bEpka/C8xUfmBu5U9606
P60520	P13807
A4D214	XP_005274205
Q9NZN8	rogid:xX1XSu5ZOxOh0adrNIlJLBODSpQ9606
rogid:0qIfQdxl1IgYIbTBZ093qSMIQL09606	P35968
Q05655	Q92835
P19883	rogid:32qg9Ro7kO7nPDJR07/pXgd+lvg9606
NP_066289	F5GYS7
P00519	Q9H2X0
Q16384	Q96I24
Q96CN5	Q96EK4
O95402	P52434
P09651-3	Q8TEE9
Q14676	P61956-2
Q9UQC1	P13423
Q08379	O46385
P50148	P30556
