HGNC ID	Approved Symbol	Status	Previous Symbols	Entrez Gene ID	RefSeq IDs
HGNC:32160	FAM85B	Approved	-	-	-
HGNC:28268	FAM86B1	Approved	-	85002.0	NM_032916
HGNC:32222	FAM86B2	Approved	-	653333.0	XM_928336
HGNC:44371	FAM86B3P	Approved	-	286042.0	-
HGNC:25561	FAM86C1	Approved	FAM86C	55199.0	NM_152563
HGNC:42392	FAM86C2P	Approved	-	645332.0	-
HGNC:32659	FAM86DP	Approved	FAM86D	692099.0	NR_024241
HGNC:28017	FAM86EP	Approved	-	348926.0	-
HGNC:42357	FAM86FP	Approved	-	653113.0	-
HGNC:42358	FAM86GP	Approved	-	387745.0	-
HGNC:42359	FAM86HP	Approved	-	729375.0	-
HGNC:44097	FAM86JP	Approved	-	100125556.0	NR_024251
HGNC:44098	FAM86KP	Approved	-	100287013.0	-
HGNC:44099	FAM86LP	Approved	-	641924.0	NG_006619
HGNC:44100	FAM86MP	Approved	-	644517.0	NG_008782
HGNC:27233	FAM87A	Approved	-	157693.0	-
HGNC:32236	FAM87B	Approved	-	400728.0	-
HGNC:25057	FAM89A	Approved	C1orf153	375061.0	NM_198552
HGNC:16708	FAM89B	Approved	-	23625.0	NM_152832
HGNC:25526	FAM90A1	Approved	-	55138.0	NM_018088
HGNC:32250	FAM90A2P	Approved	-	729689.0	NR_046354
HGNC:32251	FAM90A3P	Approved	FAM90A3	389611.0	NG_032074
HGNC:32252	FAM90A4P	Approved	FAM90A4	441313.0	NG_006005
HGNC:32253	FAM90A5P	Approved	FAM90A5	441315.0	NG_032077
HGNC:32254	FAM90A6P	Approved	-	389618.0	NG_006009
HGNC:32255	FAM90A7P	Approved	FAM90A7	441317.0	NR_046343
HGNC:32256	FAM90A8P	Approved	FAM90A8	441324.0	NG_032083
HGNC:32257	FAM90A9P	Approved	FAM90A9	441327.0	NG_032085
HGNC:32258	FAM90A10P	Approved	FAM90A10	441328.0	NR_046351
HGNC:32259	FAM90A11P	Approved	FAM90A11	441331.0	NG_006010
HGNC:32260	FAM90A12P	Approved	FAM90A12	645879.0	NG_032086
HGNC:32261	FAM90A13P	Approved	FAM90A13	441314.0	NG_032076
HGNC:32262	FAM90A14P	Approved	FAM90A14	645651.0	NG_032081
HGNC:32263	FAM90A15P	Approved	FAM90A15	389630.0	NG_032075
HGNC:32264	FAM90A16P	Approved	FAM90A16	441323.0	NG_011769
HGNC:32265	FAM90A17P	Approved	FAM90A17	728746.0	NG_011770
HGNC:32266	FAM90A18P	Approved	FAM90A18	441326.0	NG_032082
HGNC:32267	FAM90A19P	Approved	FAM90A19	728753.0	NG_032084
HGNC:32268	FAM90A20P	Approved	FAM90A20	728430.0	NG_032078
HGNC:32269	FAM90A21P	Approved	-	619418.0	NG_005998
HGNC:32270	FAM90A22P	Approved	FAM90A22	645558.0	NG_006001
HGNC:32271	FAM90A23P	Approved	FAM90A23	645572.0	NG_006002
HGNC:32272	FAM90A24P	Approved	FAM90A24	441332.0	NG_006004
HGNC:32246	FAM90A25P	Approved	-	389633.0	NG_032087
HGNC:43746	FAM90A26	Approved	FAM90A26P	100287045.0	NG_032089
HGNC:43617	FAM90A27P	Approved	-	646508.0	NR_046365
HGNC:43747	FAM90A28P	Approved	-	100128254.0	NG_028700
HGNC:26306	FAM91A1	Approved	-	157769.0	NM_144963
HGNC:51523	FAM91A2P	Approved	-	101929801.0	-
HGNC:32273	FAM91A3P	Approved	-	729182.0	NG_007181
HGNC:51524	FAM91A4P	Approved	-	100132306.0	-
HGNC:30452	FAM92A1	Approved	-	137392.0	NM_145269
HGNC:32278	FAM92A1P1	Approved	FAM92A2	729073.0	NG_011983
HGNC:32287	FAM92A1P2	Approved	FAM92A3	403315.0	-
HGNC:24781	FAM92B	Approved	-	339145.0	NM_198491
HGNC:28069	FAM95A	Approved	-	90499.0	NR_038409
HGNC:32318	FAM95B1	Approved	-	100133036.0	NR_026759
HGNC:45272	FAM95C	Approved	-	100289137.0	NR_047651
HGNC:26235	FAM96A	Approved	-	84191.0	NM_032231
HGNC:43861	FAM96AP1	Approved	-	-	-
HGNC:43862	FAM96AP2	Approved	-	391174.0	NG_005999
HGNC:24261	FAM96B	Approved	-	51647.0	NM_016062
HGNC:24520	FAM98A	Approved	-	25940.0	NM_015475
HGNC:26773	FAM98B	Approved	-	283742.0	NM_173611
HGNC:27119	FAM98C	Approved	-	147965.0	NM_174905
HGNC:32368	FAM99A	Approved	-	387742.0	-
HGNC:32369	FAM99B	Approved	-	100132464.0	-
HGNC:27051	FAM101A	Approved	-	144347.0	NM_181709
HGNC:28705	FAM101B	Approved	-	359845.0	NM_182705
HGNC:31419	FAM102A	Approved	C9orf132	399665.0	-
HGNC:27637	FAM102B	Approved	-	284611.0	NM_001010883
HGNC:31022	FAM103A1	Approved	-	83640.0	NM_031452
HGNC:21234	FAM103A2P	Approved	C6orf119	353267.0	NG_005047
HGNC:25918	FAM104A	Approved	-	84923.0	NM_032837
HGNC:25085	FAM104B	Approved	CXorf44	90736.0	NM_138362
HGNC:25629	FAM105A	Approved	-	54491.0	NM_019018
HGNC:25682	FAM106A	Approved	-	80039.0	NR_026809
HGNC:32450	FAM106B	Approved	-	100996259.0	-
HGNC:38396	FAM106CP	Approved	FAM106C	100129396.0	-
HGNC:38397	FAM106DP	Approved	FAM106D	100874406.0	-
HGNC:30827	FAM107A	Approved	-	11170.0	NM_007177
HGNC:23726	FAM107B	Approved	C10orf45	83641.0	NM_031453
HGNC:26509	FAM109A	Approved	-	144717.0	NM_144671
HGNC:27161	FAM109B	Approved	-	150368.0	NM_001002034
HGNC:16188	FAM110A	Approved	C20orf55	83541.0	NM_031424
HGNC:28587	FAM110B	Approved	C8orf72	90362.0	NM_147189
HGNC:33340	FAM110C	Approved	-	642273.0	NM_001077710
HGNC:25860	FAM110D	Approved	GRRP1	79927.0	NM_024869
HGNC:24725	FAM111A	Approved	-	63901.0	NM_022074
HGNC:24200	FAM111B	Approved	-	374393.0	NM_198947
HGNC:25087	FAM114A1	Approved	-	92689.0	NM_138389
HGNC:1333	FAM114A2	Approved	C5orf3	10827.0	NM_018691
HGNC:24179	FAM117A	Approved	-	81558.0	NM_030802
HGNC:14440	FAM117B	Approved	ALS2CR13	150864.0	NM_173511
HGNC:1313	FAM118A	Approved	C22orf8	55007.0	NM_017911
HGNC:26110	FAM118B	Approved	-	79607.0	NM_024556
HGNC:13247	FAM120A	Approved	C9orf10	23196.0	NM_014612
HGNC:23389	FAM120AOS	Approved	C9orf10OS	158293.0	-
HGNC:21109	FAM120B	Approved	KIAA1838	84498.0	NM_032448
HGNC:16949	FAM120C	Approved	CXorf17	54954.0	NM_017848
HGNC:23490	FAM122A	Approved	C9orf42	116224.0	NM_138333
HGNC:30490	FAM122B	Approved	-	159090.0	NM_145284
HGNC:25202	FAM122C	Approved	-	159091.0	NM_138819
HGNC:26413	FAM124A	Approved	-	220108.0	NM_145019
HGNC:26224	FAM124B	Approved	-	79843.0	NM_024785
HGNC:24587	FAM126A	Approved	-	84668.0	NM_032581
HGNC:28593	FAM126B	Approved	-	285172.0	NM_173822
HGNC:2569	FAM127A	Approved	CXX1	8933.0	NM_001078171
HGNC:24514	FAM127B	Approved	-	26071.0	NM_001078172
HGNC:33156	FAM127C	Approved	-	441518.0	NM_001078173
HGNC:16784	FAM129A	Approved	C1orf24	116496.0	-
HGNC:25282	FAM129B	Approved	C9orf88	64855.0	NM_022833
HGNC:24130	FAM129C	Approved	-	199786.0	NM_173544
HGNC:28308	FAM131A	Approved	C3orf40	131408.0	NM_144635
HGNC:22202	FAM131B	Approved	-	9715.0	NM_014690
HGNC:26717	FAM131C	Approved	C1orf117	348487.0	NM_182623
HGNC:32308	FAM132A	Approved	C1QDC2	388581.0	XM_371208
HGNC:26748	FAM133A	Approved	-	286499.0	NM_173698
HGNC:28629	FAM133B	Approved	-	257415.0	NM_001040057
HGNC:44190	FAM133CP	Approved	-	728640.0	NR_027508
HGNC:44192	FAM133DP	Approved	-	728066.0	NR_034169
HGNC:28450	FAM134A	Approved	C2orf17	79137.0	NM_024293
HGNC:25964	FAM134B	Approved	-	54463.0	NM_001034850
HGNC:27258	FAM134C	Approved	-	162427.0	NM_178126
HGNC:21084	FAM135A	Approved	KIAA1411	57579.0	NM_020819
HGNC:28029	FAM135B	Approved	-	51059.0	NM_015912
HGNC:25911	FAM136A	Approved	-	84908.0	NM_032822
HGNC:21110	FAM136BP	Approved	C6orf87, FAM136B	387071.0	-
HGNC:32334	FAM138A	Approved	-	645520.0	NR_026818
HGNC:33582	FAM138B	Approved	-	654412.0	NR_026821
HGNC:32333	FAM138C	Approved	-	654835.0	NR_026822
HGNC:33583	FAM138D	Approved	-	677784.0	NR_026823
HGNC:32335	FAM138E	Approved	-	100124412.0	NR_026819
HGNC:33581	FAM138F	Approved	-	641702.0	NR_026820
HGNC:24527	FAM149A	Approved	-	25854.0	NM_001006655
HGNC:29162	FAM149B1	Approved	KIAA0974	317662.0	NM_173348
HGNC:31735	FAM149B1P1	Approved	KIAA0974P, FAM149B2	388181.0	-
HGNC:33775	FAM150A	Approved	-	389658.0	NM_207413
HGNC:27683	FAM150B	Approved	-	285016.0	NM_001002919
HGNC:25032	FAM151A	Approved	C1orf179	338094.0	NM_176782
HGNC:33716	FAM151B	Approved	-	167555.0	NM_205548
HGNC:29940	FAM153A	Approved	-	285596.0	NM_173663
HGNC:27323	FAM153B	Approved	-	202134.0	NM_001079529
HGNC:33936	FAM153C	Approved	-	653316.0	NM_001079527
HGNC:33877	FAM155A	Approved	-	728215.0	NM_001080396
HGNC:41503	FAM155A-IT1	Approved	-	-	-
HGNC:30701	FAM155B	Approved	TMEM28, CXorf63	27112.0	NM_015686
HGNC:30114	FAM156A	Approved	TMEM29	29057.0	NM_014138
HGNC:31962	FAM156B	Approved	TMEM29B	727866.0	-
HGNC:34079	FAM157A	Approved	-	728262.0	NM_001145248
HGNC:34080	FAM157B	Approved	-	100132403.0	NM_001145249
HGNC:34081	FAM157C	Approved	-	100996541.0	-
HGNC:28757	FAM159A	Approved	-	348378.0	NM_001042693
HGNC:34236	FAM159B	Approved	-	100132916.0	XM_001720158
HGNC:34237	FAM160A1	Approved	-	729830.0	NM_001109977
HGNC:25378	FAM160A2	Approved	C11orf56	84067.0	NM_032127
HGNC:29320	FAM160B1	Approved	KIAA1600	57700.0	XM_049351
HGNC:16492	FAM160B2	Approved	RAI16	64760.0	-
HGNC:25808	FAM161A	Approved	RP28	84140.0	NM_032180
HGNC:19854	FAM161B	Approved	C14orf44	145483.0	NM_152445
HGNC:17865	FAM162A	Approved	C3orf28	26355.0	NM_014367
HGNC:21549	FAM162B	Approved	C6orf189	221303.0	XM_927381
HGNC:28274	FAM163A	Approved	C1orf76	148753.0	NM_173509
HGNC:33277	FAM163B	Approved	C9orf166	642968.0	NM_001080515
HGNC:33818	FAM166A	Approved	-	401565.0	NM_001001710
HGNC:34242	FAM166B	Approved	-	730112.0	NM_001099951
HGNC:15549	FAM167A	Approved	C8orf13	83648.0	-
HGNC:15548	FAM167A-AS1	Approved	C8orf12	83656.0	NR_026814
HGNC:28133	FAM167B	Approved	C1orf90	84734.0	NM_032648
HGNC:28999	FAM168A	Approved	KIAA0280	23201.0	NM_015159
HGNC:27016	FAM168B	Approved	-	130074.0	NM_001009993
HGNC:29138	FAM169A	Approved	-	26049.0	-
HGNC:26835	FAM169B	Approved	-	283777.0	NM_182562
HGNC:27963	FAM170A	Approved	-	340069.0	NM_182761
HGNC:19736	FAM170B	Approved	C10orf73	170370.0	XM_096317
HGNC:45006	FAM170B-AS1	Approved	-	100506733.0	NR_038973
HGNC:23522	FAM171A1	Approved	C10orf38	221061.0	XM_167709
HGNC:30480	FAM171A2	Approved	-	284069.0	NM_198475
HGNC:29412	FAM171B	Approved	KIAA1946	165215.0	NM_177454
HGNC:25365	FAM172A	Approved	C5orf21	83989.0	NM_032042
HGNC:34336	FAM172BP	Approved	FAM172B	131909.0	XR_041878
HGNC:14152	FAM173A	Approved	C16orf24	65990.0	NM_023933
HGNC:27029	FAM173B	Approved	-	134145.0	NM_199133
HGNC:24943	FAM174A	Approved	TMEM157	345757.0	NM_198507
HGNC:34339	FAM174B	Approved	-	400451.0	NM_207446
HGNC:25829	FAM175A	Approved	CCDC98	84142.0	NM_139076
HGNC:28975	FAM175B	Approved	KIAA0157	23172.0	NM_032182
HGNC:19829	FAM177A1	Approved	C14orf24	283635.0	NM_173607
HGNC:34441	FAM177A1P1	Approved	FAM177A2	728710.0	-
HGNC:34395	FAM177B	Approved	-	400823.0	NM_207468
HGNC:28036	FAM178B	Approved	-	51252.0	NM_016490
HGNC:33715	FAM179A	Approved	-	165186.0	NM_199280
HGNC:19959	FAM179B	Approved	KIAA0423	23116.0	XM_113781
HGNC:33773	FAM180A	Approved	-	389558.0	NM_205855
HGNC:34451	FAM180B	Approved	-	399888.0	XM_941808
HGNC:20491	FAM181A	Approved	C14orf152	90050.0	NM_138344
HGNC:20133	FAM181A-AS1	Approved	C14orf86	283592.0	NR_027004
HGNC:28512	FAM181B	Approved	-	220382.0	NM_175885
HGNC:16222	FAM182A	Approved	C20orf91	284800.0	-
HGNC:34503	FAM182B	Approved	-	728882.0	NR_026714
HGNC:34347	FAM183A	Approved	-	440585.0	NM_001101376
HGNC:34511	FAM183BP	Approved	FAM183B	340286.0	NR_028347
HGNC:27827	FAM183CP	Approved	-	286135.0	-
HGNC:51331	FAM183DP	Approved	-	101060105.0	-
HGNC:51332	FAM183EP	Approved	-	-	-
HGNC:20991	FAM184A	Approved	C6orf60	79632.0	NM_024581
HGNC:29235	FAM184B	Approved	-	27146.0	NM_015688
HGNC:22412	FAM185A	Approved	-	222234.0	NM_001145268
HGNC:21813	FAM185BP	Approved	FAM185B	641808.0	XM_001717516
HGNC:26980	FAM186A	Approved	-	121006.0	XM_001718353
HGNC:25296	FAM186B	Approved	C12orf25	84070.0	NM_032130
HGNC:35153	FAM187A	Approved	-	-	-
HGNC:26366	FAM187B	Approved	TMEM162	148109.0	NM_152481
HGNC:49213	FAM187B2P	Approved	-	100421621.0	-
HGNC:23578	FAM188A	Approved	C10orf97	80013.0	NM_024948
HGNC:21916	FAM188B	Approved	C7orf67	84182.0	NM_032222
HGNC:35475	FAM188B2	Approved	C3orf76	646951.0	XM_001717355
HGNC:29075	FAM189A1	Approved	-	23359.0	NM_015307
HGNC:24820	FAM189A2	Approved	C9orf61	9413.0	NM_004816
HGNC:1233	FAM189B	Approved	C1orf2	10712.0	NM_006589
HGNC:29856	FAM192A	Approved	C16orf94	80011.0	NM_024946
HGNC:37194	FAM192BP	Approved	FAM192B	152667.0	NG_007351
HGNC:16822	FAM193A	Approved	C4orf8	8603.0	NM_003704
HGNC:25524	FAM193B	Approved	-	54540.0	NM_019057
HGNC:33859	FAM196A	Approved	C10orf141	642938.0	NM_001039762
HGNC:37271	FAM196B	Approved	C5orf57	100131897.0	NM_001129891
HGNC:37464	FAM197Y1P	Approved	FAM197Y1	100289265.0	-
HGNC:18848	FAM197Y2P	Approved	CYorf16, FAM197Y2P, FAM197Y2	252946.0	NR_001553
HGNC:37465	FAM197Y3	Approved	-	100132506.0	XM_001716449
HGNC:37466	FAM197Y4P	Approved	FAM197Y4	100289188.0	XM_002344200
HGNC:37467	FAM197Y5P	Approved	FAM197Y5	100289150.0	XM_002344199
HGNC:37468	FAM197Y6	Approved	-	100287859.0	XM_002344442
HGNC:37469	FAM197Y7P	Approved	FAM197Y7	100287826.0	XM_002344441
HGNC:37470	FAM197Y8	Approved	-	100287798.0	XM_002344440
HGNC:37477	FAM197Y9	Approved	-	100132932.0	XM_001716169
HGNC:37627	FAM197Y10	Approved	-	100288465.0	XM_002343869
HGNC:24485	FAM198A	Approved	C3orf41	729085.0	NM_001129908
HGNC:25312	FAM198B	Approved	C4orf18	51313.0	NM_001031700, NM_016613
HGNC:25195	FAM199X	Approved	CXorf39	139231.0	NM_207318
HGNC:23951	FAM199YP	Approved	-	360029.0	NG_002952
HGNC:25401	FAM200A	Approved	C7orf38	221786.0	NM_145111
HGNC:27740	FAM200B	Approved	-	285550.0	NM_001145191
HGNC:27239	FAM201A	Approved	C9orf122	158228.0	NR_027294
HGNC:27933	FAM201B	Approved	-	339742.0	-
HGNC:37996	FAM201CP	Approved	FAM201C	100132230.0	-
HGNC:25794	FAM204A	Approved	C10orf84	63877.0	NM_022063
HGNC:42011	FAM204BP	Approved	-	100420875.0	-
HGNC:42012	FAM204CP	Approved	-	100420916.0	-
HGNC:42013	FAM204DP	Approved	-	100420963.0	NG_027293
HGNC:41911	FAM205A	Approved	-	259308.0	NM_001141917
HGNC:24504	FAM205BP	Approved	C9orf144, FAM205B	389715.0	NR_024481
HGNC:42673	FAM205C	Approved	FAM205CP	100129969.0	NM_001309426
HGNC:1364	FAM206A	Approved	C9orf6	54942.0	NM_017832
HGNC:39851	FAM206BP	Approved	-	390403.0	-
HGNC:15811	FAM207A	Approved	C21orf70	85395.0	NM_058190
HGNC:39715	FAM207BP	Approved	-	729535.0	-
HGNC:42676	FAM207CP	Approved	-	727987.0	-
HGNC:30314	FAM208A	Approved	C3orf63	23272.0	NM_015224
HGNC:23484	FAM208B	Approved	C10orf18	54906.0	NM_017782
HGNC:16100	FAM209A	Approved	C20orf106	200232.0	-
HGNC:16101	FAM209B	Approved	C20orf107	388799.0	-
HGNC:28346	FAM210A	Approved	C18orf19	125228.0	NM_152352
HGNC:16102	FAM210B	Approved	C20orf108	116151.0	NM_080821
HGNC:44938	FAM210CP	Approved	-	100131328.0	NG_022141
HGNC:32480	FAM212A	Approved	C3orf54	389119.0	NM_203370
HGNC:28045	FAM212B	Approved	C1orf183	55924.0	NM_019099
HGNC:49446	FAM212B-AS1	Approved	-	100506343.0	-
HGNC:28651	FAM213A	Approved	C10orf58	84293.0	-
HGNC:28390	FAM213B	Approved	C1orf93	127281.0	NM_152371
HGNC:25609	FAM214A	Approved	KIAA1370	56204.0	NM_019600
HGNC:25666	FAM214B	Approved	KIAA1539	80256.0	NM_025182
HGNC:17505	FAM215A	Approved	C17orf88	23591.0	NR_026770
HGNC:43639	FAM215B	Approved	-	-	-
HGNC:30180	FAM216A	Approved	C12orf24	29902.0	NM_013300
HGNC:26883	FAM216B	Approved	C13orf30	144809.0	NM_182508
HGNC:21362	FAM217A	Approved	C6orf146	222826.0	NM_173563
HGNC:49613	FAM217AP1	Approved	-	100133062.0	NG_021639
HGNC:16170	FAM217B	Approved	C20orf177	63939.0	NM_022106
HGNC:26466	FAM218A	Approved	C4orf39	152756.0	NM_153027
HGNC:43779	FAM218BP	Approved	-	-	-
HGNC:19920	FAM219A	Approved	C9orf25	203259.0	NM_001184940
HGNC:24695	FAM219B	Approved	C15orf17	57184.0	NM_020447
HGNC:22422	FAM220A	Approved	C7orf70	84792.0	NM_001037163
HGNC:23678	FAM220BP	Approved	C9orf51	647044.0	-
HGNC:43640	FAM220CP	Approved	-	100507415.0	-
HGNC:27977	FAM221A	Approved	C7orf46	340277.0	NM_199136
HGNC:30762	FAM221B	Approved	C9orf128	392307.0	NM_001012446
HGNC:25915	FAM222A	Approved	C12orf34	84915.0	NM_032829
HGNC:28223	FAM222A-AS1	Approved	-	84983.0	NR_026661
HGNC:25563	FAM222B	Approved	C17orf63	55731.0	NM_018182
HGNC:30612	FAM223A	Approved	CXorf52, NCRNA00204, NCRNA00204A, LINC00204A	100132967.0	NR_027401
HGNC:34048	FAM223B	Approved	CXorf52B, NCRNA00204B, LINC00204B	286967.0	NR_027402
HGNC:37736	FAM224A	Approved	NCRNA00230A, LINC00230A	401630.0	NR_002161
HGNC:37737	FAM224B	Approved	NCRNA00230B, LINC00230B	401629.0	NR_002160
HGNC:27855	FAM225A	Approved	C9orf109, NCRNA00256A, LINC00256A	286333.0	NR_024366
HGNC:21865	FAM225B	Approved	C9orf110, NCRNA00256B, LINC00256B	100128385.0	NR_024376
HGNC:28544	FAM226A	Approved	CXorf50, NCRNA00246, NCRNA00246A, LINC00246A	203429.0	NR_026595
HGNC:31964	FAM226B	Approved	CXorf50B, NCRNA00246B, LINC00246B	653687.0	NR_026594
HGNC:44197	FAM227A	Approved	-	646851.0	NM_001013647
HGNC:26543	FAM227B	Approved	C15orf33	196951.0	NM_152647
HGNC:34418	FAM228A	Approved	C2orf84	653140.0	NM_001040710
HGNC:24736	FAM228B	Approved	-	375190.0	NM_001145710
HGNC:44652	FAM229A	Approved	-	100128071.0	-
HGNC:33858	FAM229B	Approved	C6orf225	619208.0	NM_001033564
HGNC:45045	FAM230A	Approved	-	653203.0	-
HGNC:32943	FAM230B	Approved	-	642633.0	NR_108107
HGNC:24482	FAM230C	Approved	NCRNA00281, LINC00281	26080.0	-
HGNC:49427	FAM231A	Approved	-	729574.0	NM_001282321
HGNC:49506	FAM231B	Approved	-	100133301.0	XM_001721533
HGNC:49508	FAM231C	Approved	-	102723383.0	XM_001715369
HGNC:49509	FAM231D	Approved	-	644634.0	XM_005277490
HGNC:49507	FAM231EP	Approved	-	100132070.0	NG_030192
HGNC:14163	FAM234A	Approved	C16orf9, ITFG3	83986.0	NM_032039
HGNC:29288	FAM234B	Approved	KIAA1467	57613.0	NM_020853
HGNC:29170	FAN1	Approved	KIAA1018, MTMR15	22909.0	NM_014967
HGNC:3582	FANCA	Approved	FACA, FANCH	2175.0	-
HGNC:3583	FANCB	Approved	-	2187.0	NM_152633
HGNC:3584	FANCC	Approved	FACC	2176.0	NM_000136
HGNC:3585	FANCD2	Approved	FACD, FANCD	2177.0	-
HGNC:28623	FANCD2OS	Approved	C3orf24	115795.0	NM_173472
HGNC:44487	FANCD2P1	Approved	-	100421239.0	-
HGNC:44488	FANCD2P2	Approved	-	101929530.0	-
HGNC:3586	FANCE	Approved	FACE	2178.0	-
HGNC:3587	FANCF	Approved	-	2188.0	NM_022725
HGNC:3588	FANCG	Approved	XRCC9	2189.0	NM_004629
HGNC:25568	FANCI	Approved	KIAA1794	55215.0	NM_018193
HGNC:20748	FANCL	Approved	PHF9	55120.0	NM_018062
HGNC:23168	FANCM	Approved	KIAA1596	57697.0	XM_048128
HGNC:23527	FANK1	Approved	-	92565.0	NM_145235
HGNC:43915	FANK1-AS1	Approved	-	-	-
HGNC:3590	FAP	Approved	-	2191.0	-
HGNC:26222	FAR1	Approved	MLSTD2	84188.0	NM_032228
HGNC:41485	FAR1-IT1	Approved	-	-	-
HGNC:39675	FAR1P1	Approved	-	100128011.0	-
HGNC:25531	FAR2	Approved	MLSTD1	55711.0	NM_018099
HGNC:49284	FAR2P1	Approved	-	440905.0	NR_026758
HGNC:49279	FAR2P2	Approved	-	100216479.0	-
HGNC:49285	FAR2P3	Approved	-	100288897.0	-
HGNC:49286	FAR2P4	Approved	-	100420005.0	-
HGNC:3591	FARP1	Approved	-	10160.0	NM_005766
HGNC:40229	FARP1-AS1	Approved	-	-	-
HGNC:16460	FARP2	Approved	-	9855.0	-
HGNC:21062	FARS2	Approved	FARS1	10667.0	NM_006567
HGNC:3592	FARSA	Approved	FARSL, FARSLA	2193.0	NM_004461
HGNC:50479	FARSA-AS1	Approved	-	-	-
HGNC:17800	FARSB	Approved	FARSLB	10056.0	NM_005687
HGNC:45115	FARSBP1	Approved	-	647532.0	NG_005861
HGNC:11920	FAS	Approved	FAS1, APT1, TNFRSF6	355.0	-
HGNC:37128	FAS-AS1	Approved	FASAS, FAS-AS	100302740.0	-
HGNC:11936	FASLG	Approved	APT1LG1, TNFSF6	356.0	-
HGNC:3594	FASN	Approved	-	2194.0	NM_004104
HGNC:24676	FASTK	Approved	-	10922.0	NM_006712
HGNC:26150	FASTKD1	Approved	-	79675.0	NM_024622
HGNC:29160	FASTKD2	Approved	KIAA0971	22868.0	NM_014929
HGNC:28758	FASTKD3	Approved	-	79072.0	NM_024091
HGNC:25790	FASTKD5	Approved	-	60493.0	NM_021826
HGNC:3595	FAT1	Approved	FAT	2195.0	NM_005245
HGNC:16582	FAT1P1	Approved	-	170513.0	-
HGNC:3596	FAT2	Approved	-	2196.0	NM_001447
HGNC:23112	FAT3	Approved	-	120114.0	NM_001008781
HGNC:23109	FAT4	Approved	-	79633.0	NM_024582
HGNC:24683	FATE1	Approved	-	89885.0	NM_033085
HGNC:3597	FAU	Approved	-	2197.0	NM_001997
HGNC:17984	FAUP1	Approved	-	140623.0	NG_001306
HGNC:36535	FAUP2	Approved	-	100271125.0	NG_010095
HGNC:36970	FAUP3	Approved	-	100271126.0	NG_010102
HGNC:20742	FAXC	Approved	C6orf168	84553.0	NM_032511
HGNC:1334	FAXDC2	Approved	C5orf4	10826.0	NM_032385
HGNC:24674	FBF1	Approved	-	85302.0	NM_001080542
HGNC:3599	FBL	Approved	-	2091.0	NM_001436
HGNC:24686	FBLIM1	Approved	-	54751.0	NM_001024215
HGNC:35458	FBLL1	Approved	-	345630.0	NR_024356
HGNC:3600	FBLN1	Approved	-	2192.0	NM_006486
HGNC:3601	FBLN2	Approved	-	2199.0	NM_001004019
HGNC:3602	FBLN5	Approved	-	10516.0	-
HGNC:26740	FBLN7	Approved	-	129804.0	NM_153214
HGNC:3603	FBN1	Approved	FBN, MFS1, WMS	2200.0	-
HGNC:3604	FBN2	Approved	CCA	2201.0	NM_001999
HGNC:18794	FBN3	Approved	-	84467.0	NM_032447
HGNC:3606	FBP1	Approved	FBP	2203.0	NM_000507
HGNC:3607	FBP2	Approved	-	8789.0	NM_003837
HGNC:49924	FBP2P1	Approved	-	100420269.0	-
HGNC:20442	FBRS	Approved	FBS1	64319.0	NM_022452
HGNC:29308	FBRSL1	Approved	-	57666.0	-
HGNC:13598	FBXL2	Approved	-	25827.0	NM_012157
HGNC:13599	FBXL3	Approved	FBXL3A	26224.0	-
HGNC:13601	FBXL4	Approved	-	26235.0	-
HGNC:13602	FBXL5	Approved	-	26234.0	-
HGNC:13603	FBXL6	Approved	-	26233.0	NM_024555
HGNC:13604	FBXL7	Approved	-	23194.0	NM_012304
HGNC:17875	FBXL8	Approved	-	55336.0	-
HGNC:13611	FBXL12	Approved	-	54850.0	NM_017703
HGNC:21658	FBXL13	Approved	-	222235.0	NM_145032
HGNC:28624	FBXL14	Approved	-	144699.0	NM_152441
HGNC:28155	FBXL15	Approved	FBXO37	79176.0	XM_370575
HGNC:14150	FBXL16	Approved	C16orf22	146330.0	NM_153350
HGNC:13615	FBXL17	Approved	FBXO13	64839.0	-
HGNC:21874	FBXL18	Approved	-	80028.0	NM_024963
HGNC:25300	FBXL19	Approved	-	54620.0	NM_019085
HGNC:27557	FBXL19-AS1	Approved	NCRNA00095	283932.0	NR_024348
HGNC:24679	FBXL20	Approved	-	84961.0	NM_032875
HGNC:13600	FBXL21	Approved	FBXL3B, FBXL3P	26223.0	NM_012159
HGNC:27537	FBXL22	Approved	-	283807.0	NM_203373
HGNC:13581	FBXO2	Approved	OCP1	26232.0	NM_012168
HGNC:13582	FBXO3	Approved	-	26273.0	NM_012175
HGNC:51147	FBXO3-AS1	Approved	-	101928440.0	-
HGNC:13583	FBXO4	Approved	-	26272.0	-
HGNC:13584	FBXO5	Approved	-	26271.0	-
HGNC:13585	FBXO6	Approved	-	26270.0	NM_018438
HGNC:13586	FBXO7	Approved	-	25793.0	-
HGNC:13587	FBXO8	Approved	-	26269.0	NM_012180
HGNC:13588	FBXO9	Approved	-	26268.0	-
HGNC:13589	FBXO10	Approved	-	26267.0	-
HGNC:13590	FBXO11	Approved	-	80204.0	NM_012167, NM_018693, NM_025133
HGNC:13617	FBXO15	Approved	-	201456.0	NM_152676
HGNC:13618	FBXO16	Approved	-	157574.0	NM_172366
HGNC:18754	FBXO17	Approved	FBXO26	115290.0	NM_024907
HGNC:13620	FBXO18	Approved	-	84893.0	NM_032807
