,SUID,__mclCluster,name,PRWP,score,selected,shared name
1529,161,539.0,TNFRSF13B,0.0,,False,TNFRSF13B
1530,160,539.0,CAMLG,0.0,,False,CAMLG
1531,158,,EP400,,,False,EP400
1532,157,,RUVBL1,,,False,RUVBL1
1533,155,,NCOR2,,,False,NCOR2
1534,154,,NCOR1,,,False,NCOR1
1535,152,540.0,CCR1,0.0,,False,CCR1
1536,151,540.0,CCL1,0.0,,False,CCL1
1537,149,426.0,PSMC5,0.0,,False,PSMC5
1538,148,,PSMD11,,,False,PSMD11
1539,146,541.0,EPHB4,0.0,,False,EPHB4
1540,145,541.0,EFNB2,0.0,,False,EFNB2
1541,143,542.0,OPTN,0.0,,False,OPTN
1542,142,542.0,TBK1,0.0,,False,TBK1
1543,140,530.0,LCP2,0.0,,False,LCP2
1544,139,50.0,PTPN6,0.0,,False,PTPN6
1545,137,290.0,PTPRJ,0.0,,False,PTPRJ
1546,136,,PDGFRB,,,False,PDGFRB
1547,134,,CTR9,,,False,CTR9
1548,133,75.0,RTF1,0.0,,False,RTF1
1549,131,6.0,GCN1,2.43486341944e+12,,False,GCN1
1550,130,6.0,MYC,2.43486341944e+12,0.125720142357,False,MYC
1551,128,,PSMD2,,,False,PSMD2
1552,127,230.0,PSMD6,0.0,,False,PSMD6
1553,125,543.0,GNB4,0.0,,False,GNB4
1554,124,543.0,GNG13,0.0,,False,GNG13
1555,122,55.0,POLR3H,0.0,,False,POLR3H
1556,121,,POLR2H,,,False,POLR2H
1557,119,391.0,MCL1,0.0,,False,MCL1
1558,118,,BAD,,,False,BAD
1559,116,25.0,MARS,0.0,,False,MARS
1560,115,410.0,QARS,0.0,,False,QARS
1561,113,39.0,PLCG1,2.33985085024e+12,0.120814325616,False,PLCG1
1562,112,104.0,LYN,0.0,,False,LYN
1563,110,544.0,BBS2,0.0,,False,BBS2
1564,109,544.0,BBS7,0.0,,False,BBS7
1565,107,,PSMC3,,,False,PSMC3
1566,106,,USP14,,,False,USP14
1567,104,107.0,CYBA,0.0,,False,CYBA
1568,103,107.0,CYBB,0.0,,False,CYBB
1569,101,127.0,CCT4,0.0,,False,CCT4
1570,100,127.0,CCT3,0.0,,False,CCT3
1571,98,545.0,AIP,0.0,,False,AIP
1572,97,545.0,PTGES3,0.0,,False,PTGES3
1573,95,,CCNH,,,False,CCNH
1574,94,,ERCC3,,,False,ERCC3
1575,92,,COL1A1,,0.12,False,COL1A1
1576,91,,TGFBI,,,False,TGFBI
1577,89,546.0,RPS6KA3,0.0,,False,RPS6KA3
1578,88,546.0,HMGN1,0.0,,False,HMGN1
1579,86,133.0,SRSF6,0.0,,False,SRSF6
1580,85,133.0,SRPK1,0.0,,False,SRPK1
1581,83,547.0,MAFF,0.0,,False,MAFF
1582,82,547.0,NFE2L2,0.0,,False,NFE2L2
1583,80,3.0,PHF21A,0.0,,False,PHF21A
1584,79,38.0,HDAC2,0.0,,False,HDAC2
1585,76,,STXBP1,,,False,STXBP1
1586,75,436.0,USO1,0.0,,False,USO1
1587,73,414.0,TRRAP,0.0,,False,TRRAP
1588,72,,SUPT3H,,,False,SUPT3H
