name	__APCluster	PRWP
EGLN2	1	2.09291715494e+226
ARNTL2	1	2.09291715494e+226
PTPRA	1	2.09291715494e+226
TUBB2B	9	4.44662165937e+224
USF2	25	2.91983828903e+224
GPSM2	1	2.09291715494e+226
RAPSN	1	2.09291715494e+226
KCNIP1	534	7.91781579975e+222
CDKN1C	1	2.09291715494e+226
MORF4L2	85	3.95890789988e+223
POLR2E	1	2.09291715494e+226
ELK3	114	6.33604366209e+223
APBB3	1	2.09291715494e+226
FGR	3	8.34894449257e+224
CXCL11	1	2.09291715494e+226
TRPV4	1	2.09291715494e+226
NAA20	1	2.09291715494e+226
MDH2	53	6.33783468437e+223
NCAN	10	4.13544723756e+224
NCAM1	10	4.13544723756e+224
COL5A2	75	1.11435447572e+224
NSUN2	1	2.09291715494e+226
CNKSR2	1	2.09291715494e+226
MOB3B	1	2.09291715494e+226
NOTCH3	72	7.33318378895e+223
ACOT2	533	7.91781579975e+222
ZNF277	533	7.91781579975e+222
DVL2	1	2.09291715494e+226
RLN3	1	2.09291715494e+226
TNKS	1	2.09291715494e+226
TNKS2	305	3.76489610568e+223
LRRK1	1	2.09291715494e+226
ZNF83	84	6.18534405259e+223
NFU1	37	8.25137949289e+223
N6AMT1	1	2.09291715494e+226
TRMT112	347	0.0
NCOA4	179	2.40221007422e+223
NDUFA5	171	2.37534473993e+223
UTY	1	2.09291715494e+226
TOP3A	160	2.42734991619e+223
NBR1	1	2.09291715494e+226
NOG	282	3.96248994445e+223
CLTCL1	1	2.09291715494e+226
LEO1	4	4.45149841547e+224
ATF7	107	5.54426208211e+223
MON2	23	2.61676935316e+224
ATG2A	225	8.07399682641e+222
NR3C2	152	3.96428096674e+223
USP29	1	2.09291715494e+226
PRKCG	1	2.09291715494e+226
HELLS	19	3.11878227139e+224
KRT78	72	7.33318378895e+223
SIRT2	72	7.33318378895e+223
MRPS15	255	2.38250882907e+223
PTCD3	255	2.38250882907e+223
ADAM9	99	8.97710661763e+223
TCOF1	1	2.09291715494e+226
TFRC	1	2.09291715494e+226
MBD3L1	1	2.09291715494e+226
LINC00341	1	2.09291715494e+226
RPS25	1	2.09291715494e+226
RPS17	9	4.44662165937e+224
SIPA1L1	13	4.5148739884e+224
ADCY5	54	1.02198738664e+224
CEP126	1	2.09291715494e+226
HERC2	1	2.09291715494e+226
KANK1	1	2.09291715494e+226
SORCS3	362	1.31963596663e+223
NGF	362	1.31963596663e+223
VAMP3	48	8.18711605994e+223
CNN3	1	2.09291715494e+226
PRSS1	391	3.35339263767e+223
SPINK5	391	3.35339263767e+223
PQBP1	20	2.05224705047e+224
ALYREF	1	2.09291715494e+226
SPDEF	19	3.11878227139e+224
FOXO4	126	4.78192568518e+223
CTSE	532	3.17787245362e+223
CHAD	94	1.35601485397e+224
CENPH	320	7.91781579975e+222
BECN1	1	2.09291715494e+226
RAB11FIP3	108	7.91781579975e+223
BHLHE40	1	2.09291715494e+226
JMY	24	2.91576249457e+224
YBX3	6	5.24795631237e+224
HGFAC	1	2.09291715494e+226
MALL	163	8.51351566392e+223
ING3	192	1.58535418224e+223
HDX	21	2.77579225818e+224
FNTA	1	2.09291715494e+226
TIMP2	326	1.58535418224e+223
RHEB	1	2.09291715494e+226
AKIP1	212	2.37534473993e+223
TAF2	64	3.95890789988e+223
STAP2	1	2.09291715494e+226
GLTSCR1L	33	7.92856193347e+223
CDK5R2	1	2.09291715494e+226
DLGAP1	1	2.09291715494e+226
ALPI	283	1.62846977704e+223
TRPC6	1	2.09291715494e+226
USP21	1	2.09291715494e+226
USP22	1	2.09291715494e+226
MT-ND6	171	2.37534473993e+223
MYBPH	531	0.0
MYBPC2	531	0.0
BASP1	17	5.28956109109e+224
LCP1	1	2.09291715494e+226
TNFAIP6	235	6.86210702645e+223
TRIM41	3	8.34894449257e+224
MARCH5	1	2.09291715494e+226
BATF	5	3.83226726028e+224
MAP2K5	1	2.09291715494e+226
MYO1C	17	5.28956109109e+224
SYNPO2	1	2.09291715494e+226
DPF2	200	1.61951466561e+223
ZKSCAN7	1	2.09291715494e+226
GDF9	7	5.0358296188e+224
PFKFB3	1	2.09291715494e+226
ACR	530	0.0
ZP2	530	0.0
ST14	29	1.66804889806e+224
SPINT1	29	1.66804889806e+224
KIAA1429	22	2.88729287814e+224
LYPLA1	1	2.09291715494e+226
CFB	80	1.04579178106e+224
ZNF746	6	5.24795631237e+224
TPD52L2	1	2.09291715494e+226
UTP4	529	0.0
UTP15	529	0.0
HES5	278	3.16891734219e+223
MED18	55	7.93701594699e+223
GAGE2D	301	0.0
GMCL1P1	301	0.0
FBXO44	1	2.09291715494e+226
AARS	1	2.09291715494e+226
SH3BGRL	1	2.09291715494e+226
RAB3IL1	1	2.09291715494e+226
AIMP2	1	2.09291715494e+226
CUEDC2	1	2.09291715494e+226
ROGDI	1	2.09291715494e+226
SPHK2	83	8.74083358506e+223
LONRF1	1	2.09291715494e+226
BPGM	1	2.09291715494e+226
METTL2B	58	8.78329141333e+223
THAP1	1	2.09291715494e+226
KIF3A	1	2.09291715494e+226
DNASE1	1	2.09291715494e+226
MOB4	1	2.09291715494e+226
IGF2BP3	70	8.76540679916e+223
GATAD2A	72	7.33318378895e+223
CDK5RAP2	22	2.88729287814e+224
BNIP1	67	4.75964459128e+223
ARL6IP6	286	4.75068947985e+223
AXIN2	6	5.24795631237e+224
STAM2	10	4.13544723756e+224
CLIP2	140	4.50825455396e+223
MMS19	19	3.11878227139e+224
TRIM6	1	2.09291715494e+226
PRDX2	1	2.09291715494e+226
DTNA	33	7.92856193347e+223
CIB1	1	2.09291715494e+226
LDB1	34	4.90299190415e+223
AHCY	1	2.09291715494e+226
CCDC53	1	2.09291715494e+226
FAM160A2	1	2.09291715494e+226
PCDHB5	1	2.09291715494e+226
DGKB	1	2.09291715494e+226
CXCR1	264	2.39991795402e+223
CXCL3	264	2.39991795402e+223
PPM1E	1	2.09291715494e+226
ZNF626	200	1.61951466561e+223
KLK1	234	6.59817983313e+223
HSPB9	1	2.09291715494e+226
CAP2	21	2.77579225818e+224
MID2	1	2.09291715494e+226
PKMYT1	1	2.09291715494e+226
SEC14L2	47	1.35642316821e+224
ICAM3	390	1.58356315995e+223
ITGAD	390	1.58356315995e+223
RUNX3	8	5.22404647553e+224
LSM12	1	2.09291715494e+226
PBK	88	4.75068947985e+223
CIAO1	1	2.09291715494e+226
TRIM11	1	2.09291715494e+226
DPM1	1	2.09291715494e+226
INO80E	3	8.34894449257e+224
RAG1	1	2.09291715494e+226
SIGLEC10	162	7.06080258211e+223
CCDC47	1	2.09291715494e+226
DAG1	1	2.09291715494e+226
STX6	1	2.09291715494e+226
VAMP4	1	2.09291715494e+226
OAZ2	1	2.09291715494e+226
AZIN1	287	2.37534473993e+223
HAUS5	46	6.35345278704e+223
KLK5	1	2.09291715494e+226
LPL	105	1.21879061989e+224
CETP	311	2.42012029708e+223
ADRA1B	129	1.03218168963e+224
ASB6	52	3.16891734219e+223
MEGF6	9	4.44662165937e+224
FCER1G	83	8.74083358506e+223
ABLIM3	1	2.09291715494e+226
SLC7A11	521	1.58356315995e+223
EZH2	11	3.80887572204e+224
ZFYVE9	1	2.09291715494e+226
SPTBN4	6	5.24795631237e+224
IGFBP7	1	2.09291715494e+226
HCRT	1	2.09291715494e+226
TTC37	1	2.09291715494e+226
CLK1	1	2.09291715494e+226
WWTR1	1	2.09291715494e+226
IL19	1	2.09291715494e+226
ENDOG	1	2.09291715494e+226
CCNK	22	2.88729287814e+224
TWSG1	282	3.96248994445e+223
PIGK	1	2.09291715494e+226
KCNJ10	1	2.09291715494e+226
RAPGEF4	1	2.09291715494e+226
TCTEX1D2	16	4.07520357399e+224
KIF5A	16	4.07520357399e+224
RBPJ	6	5.24795631237e+224
SUFU	1	2.09291715494e+226
LGALS2	3	8.34894449257e+224
MAP2K7	1	2.09291715494e+226
DHRS7B	93	8.18174299308e+223
MED19	93	8.18174299308e+223
KRTAP19-5	73	3.16891734219e+223
MMP17	1	2.09291715494e+226
PPP4R3A	1	2.09291715494e+226
CEP135	185	3.16891734219e+223
AMIGO1	1	2.09291715494e+226
PINK1	1	2.09291715494e+226
GLS2	177	1.58356315995e+223
TAX1BP3	177	1.58356315995e+223
MYCN	126	4.78192568518e+223
ADRA2C	1	2.09291715494e+226
ZNF839	21	2.77579225818e+224
COTL1	42	8.7948519822e+223
CCDC136	1	2.09291715494e+226
PARVA	1	2.09291715494e+226
PBX2	1	2.09291715494e+226
PGR	1	2.09291715494e+226
PKD2	267	4.4903443311e+223
PFDN6	14	3.39124887067e+224
HIPK1	1	2.09291715494e+226
NKX2-5	97	5.77472937894e+223
RASSF5	24	2.91576249457e+224
CHTF8	1	2.09291715494e+226
SPSB2	1	2.09291715494e+226
RNH1	528	7.91781579975e+222
RNASE2	528	7.91781579975e+222
RNF219	1	2.09291715494e+226
PPP1R14A	45	7.95621609423e+223
PRKD1	1	2.09291715494e+226
CHRD	1	2.09291715494e+226
SLC25A11	23	2.61676935316e+224
SSR1	1	2.09291715494e+226
ITGA3	44	1.27001199053e+224
PRPH	1	2.09291715494e+226
GBA	1	2.09291715494e+226
PSAP	69	6.33962570666e+223
GPR108	1	2.09291715494e+226
BCL2L2	1	2.09291715494e+226
SPTLC2	106	1.19299532703e+224
ARL3	1	2.09291715494e+226
DYX1C1	5	3.83226726028e+224
NF1	1	2.09291715494e+226
SVEP1	157	3.96428096674e+223
TIMM23	1	2.09291715494e+226
TIMM17A	1	2.09291715494e+226
CARM1	1	2.09291715494e+226
STXBP6	1	2.09291715494e+226
TIMM13	41	1.28989381385e+224
P3H4	74	6.86748009331e+223
GEMIN7	1	2.09291715494e+226
ANKRD27	527	1.58356315995e+223
VAMP7	527	1.58356315995e+223
MAG	1	2.09291715494e+226
ABCC9	363	3.26677463063e+223
VPS26A	467	1.6009722849e+223
KRTAP4-12	1	2.09291715494e+226
FAM27E3	38	4.00934425245e+223
KIT	137	7.17624837376e+223
BACE1	1	2.09291715494e+226
BACH1	107	5.54426208211e+223
ISL1	5	3.83226726028e+224
ISL2	1	2.09291715494e+226
RFC5	133	3.97452600254e+223
UQCRB	1	2.09291715494e+226
NPY4R	526	9.02110494455e+222
ACVR1B	1	2.09291715494e+226
PLD1	1	2.09291715494e+226
EXOC7	1	2.09291715494e+226
IL37	1	2.09291715494e+226
IL18BP	1	2.09291715494e+226
RYBP	24	2.91576249457e+224
KCNG2	1	2.09291715494e+226
KCNB1	1	2.09291715494e+226
SEL1L	1	2.09291715494e+226
NLRC4	334	4.48676228653e+223
ABHD16A	1	2.09291715494e+226
MAPK7	1	2.09291715494e+226
SOX10	1	2.09291715494e+226
AIMP1	1	2.09291715494e+226
NDUFA9	1	2.09291715494e+226
DNAJC1	1	2.09291715494e+226
CCR2	1	2.09291715494e+226
SPG21	1	2.09291715494e+226
CD6	231	4.67794932375e+223
RILPL2	103	2.38071780678e+223
CRNKL1	1	2.09291715494e+226
APRT	3	8.34894449257e+224
BOP1	1	2.09291715494e+226
SKAP2	1	2.09291715494e+226
HIST1H2BK	245	3.26755462786e+223
HIRA	245	3.26755462786e+223
RPS27L	14	3.39124887067e+224
GRAP	1	2.09291715494e+226
RNFT1	1	2.09291715494e+226
BANP	1	2.09291715494e+226
DIABLO	1	2.09291715494e+226
FIS1	1	2.09291715494e+226
SERTAD3	1	2.09291715494e+226
KRT35	12	5.54907675057e+224
SERPINB3	23	2.61676935316e+224
ZNF600	2	9.07260189771e+224
ADAM2	389	1.66730563946e+223
PATJ	1	2.09291715494e+226
UIMC1	388	2.39096284259e+223
TPR	12	5.54907675057e+224
IGHG3	3	8.34894449257e+224
MAML2	47	1.35642316821e+224
ROPN1L	268	0.0
RAB24	33	7.92856193347e+223
NXF2	1	2.09291715494e+226
NXT2	1	2.09291715494e+226
PJA1	39	8.09539795519e+223
PAX2	151	9.00476077838e+223
CCR5	378	7.91781579975e+222
WHSC1	186	3.18145449819e+223
HIVEP2	21	2.77579225818e+224
BACH2	107	5.54426208211e+223
PPP1R2	1	2.09291715494e+226
PRKAG2	30	1.21616420625e+224
RHBDL2	292	2.39275386488e+223
HIPK2	8	5.22404647553e+224
MMP16	1	2.09291715494e+226
CHMP3	1	2.09291715494e+226
MIS12	1	2.09291715494e+226
PMF1	5	3.83226726028e+224
PRTN3	1	2.09291715494e+226
NAV1	12	5.54907675057e+224
KIF2C	320	7.91781579975e+222
MYH11	12	5.54907675057e+224
KLRC3	279	3.7146819517e+223
TICAM2	58	8.78329141333e+223
IRAK2	58	8.78329141333e+223
ABCD4	387	3.1671263199e+223
MT-ATP8	1	2.09291715494e+226
CHD1L	176	2.37534473993e+223
DDR1	2	9.07260189771e+224
COL11A1	1	2.09291715494e+226
MCM6	291	2.37534473993e+223
HIST1H2AC	386	4.49750842024e+223
POLR2I	62	7.13140728664e+223
AFP	50	7.92352489885e+223
MLLT3	1	2.09291715494e+226
NPRL3	1	2.09291715494e+226
CCDC14	5	3.83226726028e+224
NAPA	3	8.34894449257e+224
PLOD2	1	2.09291715494e+226
RPL29	86	0.0
KLC4	1	2.09291715494e+226
RHAG	99	8.97710661763e+223
SLC4A1	99	8.97710661763e+223
ROCK2	1	2.09291715494e+226
BTF3	1	2.09291715494e+226
DDX42	20	2.05224705047e+224
UHMK1	1	2.09291715494e+226
BLOC1S5	271	2.1114175466e+223
TPM3	17	5.28956109109e+224
ATG3	353	0.0
FBP1	67	4.75964459128e+223
UBE2J2	1	2.09291715494e+226
ANXA7	7	5.0358296188e+224
PDCD6	7	5.0358296188e+224
RANGRF	1	2.09291715494e+226
GNGT2	50	7.92352489885e+223
ETV4	8	5.22404647553e+224
CLSTN1	1	2.09291715494e+226
CLINT1	1	2.09291715494e+226
KIDINS220	188	2.41295620794e+223
VPS33A	111	7.91781579975e+222
MON1A	2	9.07260189771e+224
CSNK1G2	102	3.16891734219e+223
TERF2IP	1	2.09291715494e+226
OPRD1	385	2.41016298983e+223
HARS	1	2.09291715494e+226
CNGB1	137	7.17624837376e+223
PRPH2	137	7.17624837376e+223
RAB5A	358	3.96248994445e+223
OGT	25	2.91983828903e+224
KMT2E	1	2.09291715494e+226
PFAS	15	3.67732043963e+224
TAOK2	87	7.16493561216e+223
MRPL11	384	7.91781579975e+222
PTHLH	1	2.09291715494e+226
BIN2	290	1.61765811335e+223
CKMT1A	1	2.09291715494e+226
SH3PXD2B	1	2.09291715494e+226
SNAP91	1	2.09291715494e+226
EML3	1	2.09291715494e+226
TSSC1	230	3.95890789988e+223
FBXL2	1	2.09291715494e+226
SERPINB9	147	2.37534473993e+223
JAG1	1	2.09291715494e+226
RUSC1	15	3.67732043963e+224
ANAPC1	73	3.16891734219e+223
SOD1	130	8.18353401536e+223
FBXW4	1	2.09291715494e+226
MYO1G	1	2.09291715494e+226
SASH1	13	4.5148739884e+224
INA	1	2.09291715494e+226
ADAM19	1	2.09291715494e+226
BST1	163	8.51351566392e+223
IFI16	186	3.18145449819e+223
HIF1AN	1	2.09291715494e+226
XPNPEP1	6	5.24795631237e+224
SOX4	8	5.22404647553e+224
CTSA	1	2.09291715494e+226
NBN	126	4.78192568518e+223
PYCR2	25	2.91983828903e+224
GBF1	23	2.61676935316e+224
SEC23B	1	2.09291715494e+226
LRIF1	7	5.0358296188e+224
APLP1	7	5.0358296188e+224
RCOR1	34	4.90299190415e+223
DHDDS	198	6.87822622703e+223
EIF3K	110	3.18503654276e+223
CASP1	127	3.98046569728e+223
PKIA	1	2.09291715494e+226
PHF12	1	2.09291715494e+226
CIRBP	4	4.45149841547e+224
ABLIM2	59	7.94905200508e+223
UBE2F	1	2.09291715494e+226
RNF34	1	2.09291715494e+226
ZNF335	1	2.09291715494e+226
C19orf43	20	2.05224705047e+224
IL13	1	2.09291715494e+226
VCAM1	1	2.09291715494e+226
KRTAP9-2	73	3.16891734219e+223
TOP3B	1	2.09291715494e+226
PCBD1	1	2.09291715494e+226
C8B	525	2.37534473993e+223
C8A	525	2.37534473993e+223
TPM4	30	1.21616420625e+224
PTX3	1	2.09291715494e+226
MCM3AP	12	5.54907675057e+224
ME2	1	2.09291715494e+226
CISH	1	2.09291715494e+226
IL3RA	104	5.55142617126e+223
POLR3C	229	0.0
CD2	66	1.25844523619e+224
CPSF7	1	2.09291715494e+226
NPR3	383	2.37534473993e+223
MATN1	94	1.35601485397e+224
PRPF3	20	2.05224705047e+224
SLC22A2	173	2.53868985573e+223
ZSWIM2	1	2.09291715494e+226
HDAC7	1	2.09291715494e+226
SAV1	8	5.22404647553e+224
GRIA4	382	3.1671263199e+223
MED15	1	2.09291715494e+226
FAM92A1	377	0.0
APPBP2	377	0.0
RHOT2	1	2.09291715494e+226
HOXB8	1	2.09291715494e+226
WNT4	276	5.62870224943e+223
SFRP2	276	5.62870224943e+223
SUN2	1	2.09291715494e+226
CTSL	1	2.09291715494e+226
ARL4D	289	7.91781579975e+222
SCAMP3	1	2.09291715494e+226
GTPBP1	1	2.09291715494e+226
IER3IP1	16	4.07520357399e+224
ANKRD34A	1	2.09291715494e+226
PACSIN2	81	7.91960682204e+223
H2AFY	89	6.45783317755e+223
GATA1	2	9.07260189771e+224
CRYZ	381	7.91781579975e+222
CCDC88B	61	5.56402885723e+223
UBE3A	69	6.33962570666e+223
ADH4	21	2.77579225818e+224
PPRC1	1	2.09291715494e+226
NRF1	1	2.09291715494e+226
NELFCD	9	4.44662165937e+224
TIPRL	1	2.09291715494e+226
GDF15	1	2.09291715494e+226
RIC8A	54	1.02198738664e+224
ADAM12	1	2.09291715494e+226
LTC4S	372	2.37534473993e+223
ALOX5AP	372	2.37534473993e+223
SNF8	1	2.09291715494e+226
MYL1	42	8.7948519822e+223
GLI2	1	2.09291715494e+226
C9orf163	1	2.09291715494e+226
TTC27	63	5.54784412669e+223
FIG4	288	4.75606254671e+223
FBXW2	1	2.09291715494e+226
KIAA0101	53	6.33783468437e+223
GP9	524	1.58356315995e+223
GP1BB	524	1.58356315995e+223
CXCL2	78	1.32877673328e+224
RBM3	1	2.09291715494e+226
FYTTD1	1	2.09291715494e+226
TSPAN7	9	4.44662165937e+224
MYOG	40	9.55718837913e+223
EIF4H	1	2.09291715494e+226
CBX2	1	2.09291715494e+226
ZNHIT1	233	2.37534473993e+223
ATXN10	1	2.09291715494e+226
SORBS1	82	3.17070836447e+223
ATP5B	7	5.0358296188e+224
FLII	1	2.09291715494e+226
URGCP	164	6.33962570666e+223
CSTA	523	1.58535418224e+223
CTSH	523	1.58535418224e+223
MAPKAP1	13	4.5148739884e+224
LLGL1	9	4.44662165937e+224
PLXNB1	1	2.09291715494e+226
C14orf119	1	2.09291715494e+226
BORA	1	2.09291715494e+226
SP3	1	2.09291715494e+226
GINS4	522	7.91781579975e+222
GINS1	522	7.91781579975e+222
PPOX	28	7.17810492601e+223
GRK1	163	8.51351566392e+223
PLK3	1	2.09291715494e+226
ELP2	278	3.16891734219e+223
S100B	24	2.91576249457e+224
SIGLEC7	158	3.18145449819e+223
RGS18	54	1.02198738664e+224
REST	1	2.09291715494e+226
STK38L	1	2.09291715494e+226
DUSP6	1	2.09291715494e+226
ZRSR2	1	2.09291715494e+226
SELP	380	2.37534473993e+223
EIF4A3	1	2.09291715494e+226
ZNF440	1	2.09291715494e+226
PTCH1	1	2.09291715494e+226
AJUBA	15	3.67732043963e+224
ADAM22	1	2.09291715494e+226
CEACAM1	1	2.09291715494e+226
NUP160	1	2.09291715494e+226
IKZF2	1	2.09291715494e+226
CYP2C9	1	2.09291715494e+226
MAPK1IP1L	1	2.09291715494e+226
LENG8	1	2.09291715494e+226
RNF168	1	2.09291715494e+226
PHGDH	2	9.07260189771e+224
DLD	232	7.14215342035e+223
PDHX	1	2.09291715494e+226
CUBN	191	9.79038046504e+223
LRP2BP	191	9.79038046504e+223
FOXM1	1	2.09291715494e+226
KMT5C	1	2.09291715494e+226
SHISA5	28	7.17810492601e+223
IRGQ	71	7.91781579975e+222
TOP2B	132	6.34141672895e+223
CDT1	1	2.09291715494e+226
TAPBP	43	1.33904310602e+224
TMED9	216	4.75964459128e+223
IL1B	1	2.09291715494e+226
BAAT	521	1.58356315995e+223
PDLIM4	30	1.21616420625e+224
CMTM8	1	2.09291715494e+226
ALCAM	1	2.09291715494e+226
PIAS3	8	5.22404647553e+224
IFI27	1	2.09291715494e+226
MAP2	1	2.09291715494e+226
ZNF121	19	3.11878227139e+224
ASIC3	379	2.37534473993e+223
CDC42EP1	38	4.00934425245e+223
SLC39A7	133	3.97452600254e+223
MPHOSPH8	37	8.25137949289e+223
P2RX4	276	5.62870224943e+223
AKT3	1	2.09291715494e+226
IHH	1	2.09291715494e+226
SDC2	79	4.04595352464e+223
STRADA	1	2.09291715494e+226
TXNDC11	26	1.45823289874e+224
ATP6V0A2	1	2.09291715494e+226
CYTH2	2	9.07260189771e+224
HTR1B	130	8.18353401536e+223
MRPS34	125	4.59162699549e+223
PLXNA2	520	1.70891794053e+223
HACE1	520	1.70891794053e+223
LSM3	56	3.97452600254e+223
CDC42EP5	1	2.09291715494e+226
LIMS1	1	2.09291715494e+226
MBIP	2	9.07260189771e+224
ZNF451	11	3.80887572204e+224
YEATS4	1	2.09291715494e+226
RASSF1	11	3.80887572204e+224
BAG6	79	4.04595352464e+223
RBM7	287	2.37534473993e+223
STK26	1	2.09291715494e+226
PRAF2	378	7.91781579975e+222
PHF2	36	4.82447465211e+223
DYNC1LI1	1	2.09291715494e+226
FYB	1	2.09291715494e+226
GOLGA3	3	8.34894449257e+224
FLT3LG	197	2.47385096567e+223
CRYAB	1	2.09291715494e+226
B3GNTL1	100	4.75068947985e+223
BICD1	6	5.24795631237e+224
WDR91	231	4.67794932375e+223
FOXF2	179	2.40221007422e+223
PA2G4	199	4.11332899629e+223
NEUROD1	1	2.09291715494e+226
ZFAND6	81	7.91960682204e+223
TSPYL5	1	2.09291715494e+226
BCKDHA	1	2.09291715494e+226
PVR	1	2.09291715494e+226
ASAP1	1	2.09291715494e+226
IFI35	5	3.83226726028e+224
DGKA	1	2.09291715494e+226
IL21	1	2.09291715494e+226
UCP3	1	2.09291715494e+226
TLN2	1	2.09291715494e+226
PIP5K1C	108	7.91781579975e+223
MYL12A	17	5.28956109109e+224
MSC	370	7.91781579975e+222
MRE11A	1	2.09291715494e+226
CRYBA4	1	2.09291715494e+226
CASR	2	9.07260189771e+224
ARL6IP1	286	4.75068947985e+223
CHRNB4	228	5.54247105983e+223
CHRNA3	228	5.54247105983e+223
COX5A	123	1.05725176282e+224
MT-CO1	123	1.05725176282e+224
SLC6A3	1	2.09291715494e+226
PRDX6	1	2.09291715494e+226
MIP	219	7.54412921888e+223
GJA8	219	7.54412921888e+223
PI4KAP2	377	0.0
KAT2A	1	2.09291715494e+226
CYTH1	122	1.58356315995e+223
TBKBP1	1	2.09291715494e+226
CDKN3	1	2.09291715494e+226
EIF3I	208	1.58356315995e+223
PTPN9	285	1.58356315995e+223
DKC1	2	9.07260189771e+224
IL15RA	1	2.09291715494e+226
FBXO4	21	2.77579225818e+224
PBRM1	204	4.48855330881e+223
TRAT1	1	2.09291715494e+226
COL9A2	94	1.35601485397e+224
NAA15	1	2.09291715494e+226
LAMB2	1	2.09291715494e+226
KNTC1	1	2.09291715494e+226
ZWILCH	1	2.09291715494e+226
CD28	331	1.58356315995e+223
DUSP14	331	1.58356315995e+223
CAPN5	1	2.09291715494e+226
ERCC6L	1	2.09291715494e+226
CPVL	14	3.39124887067e+224
STX12	271	2.1114175466e+223
TGM3	1	2.09291715494e+226
RADIL	1	2.09291715494e+226
CST7	1	2.09291715494e+226
CHRNA4	228	5.54247105983e+223
VSNL1	1	2.09291715494e+226
EIF2S1	4	4.45149841547e+224
PDHB	7	5.0358296188e+224
VPS72	1	2.09291715494e+226
NSFL1C	6	5.24795631237e+224
PLAA	1	2.09291715494e+226
PPP2R5D	1	2.09291715494e+226
MRPL28	103	2.38071780678e+223
IMP3	1	2.09291715494e+226
CCNDBP1	28	7.17810492601e+223
BARHL1	1	2.09291715494e+226
ACKR2	1	2.09291715494e+226
SCNN1D	1	2.09291715494e+226
ZGPAT	1	2.09291715494e+226
CD19	1	2.09291715494e+226
PATZ1	1	2.09291715494e+226
CST3	91	1.35099343857e+224
POLD1	63	5.54784412669e+223
POLD3	1	2.09291715494e+226
MICALL1	1	2.09291715494e+226
LOXHD1	1	2.09291715494e+226
KIF3B	25	2.91983828903e+224
KIFAP3	1	2.09291715494e+226
GART	3	8.34894449257e+224
RPL24	27	1.18785147219e+224
PTN	6	5.24795631237e+224
NGLY1	1	2.09291715494e+226
NEK7	1	2.09291715494e+226
MEN1	1	2.09291715494e+226
NELFA	40	9.55718837913e+223
KRT1	226	2.3789267845e+223
SYT7	1	2.09291715494e+226
DDX24	8	5.22404647553e+224
STK38	1	2.09291715494e+226
AGO1	25	2.91983828903e+224
SEC63	519	2.92290037172e+223
SEC62	519	2.92290037172e+223
SHMT2	110	3.18503654276e+223
MITF	1	2.09291715494e+226
ZFPM2	1	2.09291715494e+226
CA12	2	9.07260189771e+224
LAMA5	150	6.38519009028e+223
CYP4F8	1	2.09291715494e+226
CAMTA2	1	2.09291715494e+226
SRXN1	1	2.09291715494e+226
IL4R	260	4.49571739796e+223
EML4	1	2.09291715494e+226
ARHGEF16	13	4.5148739884e+224
MTPN	1	2.09291715494e+226
CACNA1D	1	2.09291715494e+226
NUMB	1	2.09291715494e+226
DRD1	1	2.09291715494e+226
ACTG2	1	2.09291715494e+226
NUP153	12	5.54907675057e+224
CDK14	1	2.09291715494e+226
ANKRD36BP1	1	2.09291715494e+226
S100A10	7	5.0358296188e+224
AFAP1	1	2.09291715494e+226
SHH	1	2.09291715494e+226
RPN2	35	6.33604366209e+223
DDC	25	2.91983828903e+224
MAGOH	1	2.09291715494e+226
PYM1	1	2.09291715494e+226
KRT19	5	3.83226726028e+224
CIC	1	2.09291715494e+226
ERAS	1	2.09291715494e+226
ST5	13	4.5148739884e+224
ITIH1	223	7.12603421978e+223
RABIF	117	6.33604366209e+223
RAB8A	117	6.33604366209e+223
CRYBB3	1	2.09291715494e+226
KIAA1551	22	2.88729287814e+224
MAPRE3	1	2.09291715494e+226
BCL2L10	1	2.09291715494e+226
TBC1D8	1	2.09291715494e+226
OLA1	70	8.76540679916e+223
CGA	376	2.37713576221e+223
RBM39	20	2.05224705047e+224
MRM3	30	1.21616420625e+224
HOOK3	111	7.91781579975e+222
PPP6R1	36	4.82447465211e+223
TRPV6	375	1.58356315995e+223
BATF3	107	5.54426208211e+223
FDFT1	1	2.09291715494e+226
RP1	12	5.54907675057e+224
BGLAP	518	3.17608143133e+223
GGCX	518	3.17608143133e+223
ADRB1	1	2.09291715494e+226
CNOT7	1	2.09291715494e+226
CNOT1	1	2.09291715494e+226
AGO2	1	2.09291715494e+226
XCL1	359	0.0
DOCK2	269	3.1671263199e+223
LSR	1	2.09291715494e+226
NPEPPS	82	3.17070836447e+223
FOXH1	1	2.09291715494e+226
KLF11	85	3.95890789988e+223
CFAP20	20	2.05224705047e+224
APLP2	1	2.09291715494e+226
CDC14B	77	3.95890789988e+223
KHDRBS3	9	4.44662165937e+224
UBR3	1	2.09291715494e+226
UBE2B	1	2.09291715494e+226
MUC13	1	2.09291715494e+226
PTH1R	1	2.09291715494e+226
KCNN2	1	2.09291715494e+226
THOC5	4	4.45149841547e+224
INPP5D	1	2.09291715494e+226
AIF1L	17	5.28956109109e+224
CGN	13	4.5148739884e+224
THBS2	517	7.91781579975e+222
THBS3	517	7.91781579975e+222
NOS1AP	1	2.09291715494e+226
STX7	2	9.07260189771e+224
LNPEP	1	2.09291715494e+226
DGCR8	199	4.11332899629e+223
CA4	1	2.09291715494e+226
BTBD1	19	3.11878227139e+224
RIC8B	29	1.66804889806e+224
PIM1	24	2.91576249457e+224
