rank	biomarkers	candidates	cluster
480	-	LCP1,DEK,ELK4,MSH6,NUP98	RRP1,UTP4,ADNP,NUP133,NUMA1,RRP8,RRP9,PNPT1,SYMPK,PRPF4B,NUP85,ZNF593,POLR1C,REXO4,MPHOSPH10,LTA4H,NES,ZBTB11,AQR,NUP43,NUP188,NSA2,TIMM10,ZNF512,URB1,UTP18,TCF20,SEC13,DIDO1,RCL1,SIRT7,NUP107,RRS1,RFC1,NOLC1,SENP3,GLTSCR2,RRP7A,SUPT16H,TBL3,PHGDH,PWP2,PCDHA2,DDX27,DIEXF,NOC3L,CCDC86,NUP37,SSRP1,POLE4,RECQL,ATAD2B,WDR18,PHF3
481	-	NKX2-1	GATA6,KLF13,GATA4,HAMP
487	-	LMNA	PF4V1,SLA2,AGA,NLRC4,MYL4,APOC2,ST13,CLCA2,SERPINE1,CHKB,PTPN23,TTPAL,SLC9A8,GRAP2,SPATA31A7,OR3A2,CST3,SETX,CFB,ZIM2,CDCP1,FAM71E2,MYLK3,QTRT2,SCAF1,OR8D2,NPHS1,OR2T6,PLA2G4F,GJC2,ALB,PDE4B,IGDCC4,ZNF292
496	-	STIL	CEP152,PLK2,PLK4,CENPJ,CEP135
499	-	TPM3	CDC123
507	-	LONP1	FXYD7,APOE,C19orf52,ANKH,HP,LCAT,TMCC2,PLEKHA6,FBXL12,ZNF558,IFIT5,FOXG1,HTRA1,MID1IP1
510	-	ATP1A1	ZNF426,OPTN,ZNF181,KANSL1L,ZNF302,ZNF711,SLMAP,ZMAT2,NDUFAF2,HGF,VWF,SUGP2,SLF2
512	SPOP	-	CCNL1,CFAP97,PCGF3,PCGF5,CSNK1A1,KIF1C,MYF5,EIF2B5,EIF3M,EFCAB14,ABT1,FBRS,CASQ2,RYBP,SLC18A2,FOXH1,RPL36AL,CSNK2A2,YAF2,PIP4K2B
515	-	XPC,FANCE,ERCC4	PCNA,RAD17,TIMELESS,CSTF1,SPAG1,FAN1,POLR1A,BAZ1B,KIN,CSTF2,POLK,IL17RB,FANCI,DCLRE1A
516	EGFR	PRCC,DNAJB1,ROS1,RAP1GDS1	SEPP1,ANKRD13B,CUTA,SLC6A4,KCTD9,TMCO3,DOCK4,DOPEY2,SLC5A1,OLFM1,MDH1,GPM6B,UROD,SORBS2,PHLDA1,DNAAF5,THEM6,ITIH2,FCER1A,AHNAK,ARHGEF5,SH3D21,KRT86,PNPLA2,NDFIP1,PLCH1,ODF3L2,DNAJC13,GOT1,VAC14,DUSP3,CCDC50,COG8,HEATR3,CHRAC1,COG7,COG1,HSPA4L,COL9A3,KIAA1524,PUF60,OTUD7B,DDX60,C11orf84,PLAA,MTAP,ROR1,SOCS5,SNAP25,CA9,TOR4A,LRIG1,DNAJC4,NABP2,GEMIN6,TPI1,PDK3,CSRP1,VPS51,SOCS7,NBEAL2
523	SMAD3	SMAD2	DPP10,DROSHA,GFM2,CCDC25,SENP2,CHGB,MCF2L,MKS1,SRSF11,CDC42BPA,TCEAL6,SURF6,KIAA1109,RANBP3,SEMA6A
526	-	IL7R	DBNL,CCS,NSFL1C,MYL1,F13A1,COTL1
534	-	RECQL4	MCPH1,FAM122A,IDO1,XAGE2,HDAC7,CRYGS,AKR1A1,HAAO,PCP4,GAMT,GNMT,AKR1B10,MT1X,ZNF146,HAGH,MT3,GAGE5,NAIF1,C1orf174,TSSC4,ZNF414,VGLL4,IFNG,ANXA8L1,PCNP,CRYBB1,TERF2IP,NUDT14,ADA,SCRN2,NUDT18,AKR7A3,RBBP9,OCM2,CALML3,AK1,LGALSL,PGLS,CPNE3,MEF2A,PNMT,RNF8,NXNL1,WDR70,HMGN4,YRDC,IFNGR1
535	-	MPL	GIGYF1,FXYD1,ADCK2,CBLL1,SAMSN1,LARS2,PANK1,WASF2,WWC2,YWHAQ,CDK16,ARHGAP23,ANKRD18A,SLC8A2,RNASE2,KCNK15,ARFGEF1,SIPA1L3,EIF4E2,ZNRF1,MFF,ZNRF2,PTPN14,ATP1A2,KANK1,ABCE1
536	-	BCR	CSF2RB,RGS12
537	-	PBRM1	ANXA3,PCMTD1,TRHDE,SENP6,NISCH,ZNF233,NUDT6,RAPGEF6,SCHIP1,CTBP2,ZEB2,REG3A
541	RUNX1	RAD21	DIP2B,MSRB2,RPL22L1,GNL1,THSD7A,HSD17B8,FOCAD,MEA1,RNASE3,ZNF80,EVX1,NCAPD2,OR1E2,CCDC7,SERPINB1,ALDOC,CCDC170,ARG1,CSF2,STX10,PPP1R15B,MPO,NCAPG
547	-	RANBP2	BICD2,NEK9
548	-	TET1	MBD3
549	-	CARS	TMED7,SEC23A,XPO7,PRMT3,GFPT1,OSBP,GALNT1,HIRIP3
555	-	SSX4B	TRAF1,ZNF440,PAX9,HMG20B,ZNF580
556	-	SBDS	NDUFA7,NDUFA2,SCAMP3,IDH3G,PPIF,SPR,SARNP,RIDA,MPLKIP,RBM27,SLIRP,TBL2,TANGO2,PPIB,MRPL53,ZC3H11A,SUGP1,TIMM44,STX7,SCO2
561	-	SSX1	LHX1,LHX4,TCEB3,FUBP3,REXO1,ISL1,RLIM,SSBP4
563	-	LCK	LIME1,SOCS2,GRAP,FAM174A,DAPP1,IFNAR1,CD8A,HAVCR2,PTPRH
570	-	PLAG1,FOXL2,SETBP1,RBM15,KTN1	ZCCHC12,MTBP,SUMO1,CASP8AP2,RBM15B,MAFG,ZNF141,RPF2,H3F3C,PIR,SUMO3,C5orf42,ZNF362,OTUD6B,ZNF675,GFAP,STAB2,FAM179B,PLAGL2,PAK1,VPS72,ELAVL4,MRPL27,ELAVL3,MX1,NOX5,ZFP91,RBAK,MTDH,RCN2,UROC1,PPM1J,SOBP,ZNF281,ZNF224,PRSS50,TSHZ2,HERC2,BLVRA,BCAM,SMCHD1,ZFHX2,POLN,LGALS13,NANOG,FZD8,BIRC8,SMC5,SMC6,ZNF431,ZNF107,BEND3,HIST1H1T,PAF1,SYDE2,SALL4,IGF2BP1,UHRF2,LRP4,ADARB2,AGPAT5,NSMCE1,NSMCE2,GPSM2,KCTD1,KCNC3,SOX3,GNAT2,HIST1H2AC,MZF1,TFAP2C,TFAP2B,KCNK1,KLF7,PFKM,MAP3K14,POTEE,ZCCHC7,ASF1B,ANXA5,RABL2A,ANLN,PRKCZ,TRIP12,RCC2,AIRE,RNF168,NKTR,MBD1,ZNF91,MYLK2,KAT6A
575	-	TFG,ERCC3,SETD2	GTF2E1,EHBP1L1,UVSSA,HIRA,MEIG1,ERCC6,ATF7IP,IWS1,POLR2D,POLR2G,POLR2A,CTDSP2,GTF2A2,POLR2B,POLR2H,UBN1,POLR2J
584	-	ARID2,SMARCE1	HMGXB4,BCL7C
587	-	TNFRSF14	LHPP,NDUFA13
591	-	GNAQ,GNA11	HTR6,KMT5C,TUB,RGS13
592	-	DNM2	PGAP1,NCAPG2,IPO11,GIGYF2,DCLK1,ATP6V1H,UST,SORBS1,DHX37,NCOA3,CHD5,SCD,NOC2L,ICA1,SMARCAD1,MYC,SIRT6,SIRT5,NCAPD3,KLHL5,NOL9,GIPC1,BTAF1,EXOC3,GLUD2
596	-	KMT2C	KMT2B,WDR5,WDR53,ASCL2,YEATS2,SETD1B,WDR5B,WDR82,MOXD1,PAGR1
601	-	ATF1	ALX1,UBE2T,HAND1,SRA1
607	CREB1	LYL1,CIITA,CRTC3,FANCD2,MAF,HOXA9	IL1RAPL1,LGI2,MSL3,COL14A1,KIF26B,CENPW,DHTKD1,CSMD3,NKX2-8,ME3,MAFA,CCDC149,ACER2,HLA-DRA,BMS1,MMP25,RAD54L,KIF3B,GMFB,DBR1,ELOVL5,TMEM30A,IRX1,CADM3,ATOH8,ARHGEF10,INTS2,WTAP,FAM19A5,LIAS,EFNA5,MIER3,STAG3L3,HOXD3,MXRA5,SLC2A11,KBTBD11,FAM227B,CACNA2D3,COX7A2,RAD51C,CIDEC,FSCN1,DCDC2,KAT8,SNAP91,PMAIP1,ALS2CR11,KAAG1,MAPKBP1,EMX2,BCKDK,CCDC84,CDK3,ASCC3,DTWD1,EME1,GREB1L
610	-	LZTR1	TBX2,ZNF175,ZNF584,FANK1
612	-	ALK	KRT74,PLCB2,SHC3,WDR36,MYBPC3,MTIF2
615	-	SLTM	DNTTIP2,ATRAID,PPP4R3A,NEXN,NELL1,NOL10
617	-	CNBP	PABPC3
619	DNMT3A	SOX2,KLF4,TLX1	MDN1,ZDBF2,ENOX2,FOXK2,CDX1,SCYL2,TEX10,MAGEC1,RANBP10,BAZ2B,SAMD4B,JADE2,YPEL5,SLX4,ZNF609,CUL9,KDM6B,SRP72,MAPRE2,PAPD4,QSER1,TSPYL1,ZBTB5,PNKP,TSHZ3,TRIM26,GID8,LSM3,SEPSECS,SALL3,TRIM23,RMND5A,RMND5B,ARID3A,OSBPL11,RNGTT,BOD1L1,CTR9,GATAD2A,SLFN5
625	-	LMO1	LIN7A,KCNJ10,FABP1,GNAT3,ADAMTS6,GNG13,GUCY1A2,HTR2C,DAPK2,SNTA1,GABPB1,KCNJ16,KCNJ15,MAS1,KCNJ2,NMU,ADH5,KCNJ4,SLC2A3,SLC16A7,SSTR1,MLC1,SCTR,SLC1A7,PSKH1,IL9
632	-	CD79B	STAM,TBCK
633	-	KDM6A	PROSER1,N4BP2,TBX5
637	-	ABI1	BYSL,KIAA0408,MRFAP1L1,PIK3R2
641	PRKACA,CHEK2	ZRSR2,ARHGAP26,TFEB	ZRANB2,EPB41L4A,SFMBT1,SRSF12,EPHA7,MBNL3,METTL14,LARP1,NSRP1,STAU1,SPAG11B,KCNAB1,KCNN2,KIAA1841,SETD3,FBXO15,ZNF444,FAM76B,WDR55,H2AFY,DDX47,MRPL43,ARHGAP12,SERF1B,HMGN3,NOVA1,C16orf78,SLAIN2,MAPKAPK5,LUC7L,SRSF4,DUS1L,YPEL3,YPEL2,TULP2,SRSF8,C11orf52,ZNF514,SPANXN4,C6orf201,SERPINB10,POLR2E,ARGLU1,FGF1,DNAJC8,RBM23,SERBP1,CLK1,C11orf63,MKNK2,EPHA3,TNFRSF10C,ADPRH,NOL4L,YTHDC1,TNPO3,C18orf25,DAW1,SEC23B,PELI2,LCE3D,CDKL3,RIMS4,FGF12,DUSP6,SPATS2,ARL6IP4,EFNA2,FERMT1,C11orf87,SRPK1,TRIM65,TAF1B,EMILIN1,TAAR8,NXT2,HOXA3,MYO16,CRHR1,CSAG1,OCEL1,CLIC5,ZMYND11,CAB39L,P2RX6,NSMCE4A,OR6B3,TRA2B,RSRP1,HNRNPA1,SCAF11,CDC42EP3,SRSF7,SNF8,PHF7,ALKBH3,LINC00312
644	-	TRAF7	KNTC1,PIAS4,VARS
645	-	GAS7	DHX34,BECN1,EXOC4,TRABD,PTOV1,EXOC8,KIAA0226L,AFG3L2,TRMT2A,TNRC18,SLC27A4,GLIPR2,RALB
650	-	FGFR1	FGF19,NOSTRIN,ANOS1,KLB,HTR1A
657	-	TSC1	MNAT1,FTH1,RASSF7
658	-	ERC1	TM2D2,FAM168B,PPP4R4,CD58,MYO1D,KHDRBS3,ZNF321P,STAC,HABP2,CT55,TPK1,NLRX1,TMEM159,ZNF747,PRICKLE2,CCDC107,HAUS6,VPS37C,OR4D6,CDCA7,ANKS6,TMEM59,FAM160B1,IFNA16,NDUFA4,PCCA,COL4A3BP,SYNJ2,CHRDL1,DFFB,FAM69A,PARP2,GRAMD1C,SERPINB5,ZHX2,CACFD1,PRSS21,KDELR2,TUFM
670	-	SDHB	SPNS1,NDUFA10
671	-	FIP1L1	RBM6,WBSCR22,SLC4A10,ANP32E,PKP2,ETS2,PPM1B,FAM50A,ATRNL1,TRO,YARS,PPP1R12A,FOSL2,METTL16,TSPYL4,ZMYM6,AMY2B,FOS,HOXB1,USP16,AGTPBP1,PKNOX2,MARK3,EDF1,CAMSAP2,CFAP57,MAZ,CABP1,SBF2,RRP12,NPIPA1,ZNF652
682	-	IRF4	APOBEC3F,SQLE,DEF6
686	-	NF2	F2RL2,PATJ,PARD6A
697	-	SS18	TTC14
700	-	DDIT3	IL23A,NFE2L3,BACH2,BACH1,BATF3,LDOC1L,NFE2L1,MAFF
701	-	PPFIBP1	SH3BP4,CWC22,PDCL2,SLITRK1,KLC4,ARHGEF2,SH3BP5L,EFTUD2,PAK4,AP5Z1,SSH1,YWHAB,KIF20B
702	-	PAX5,ZNF521,BCL6,EBF1	UTP6,ZNF443,IDI2,PIKFYVE,KIF13B,SPTLC2,PATZ1,PANX3,ARNT2
706	-	MTOR	TPCN1,TPCN2,MAF1,HAX1,ATG13,DAP,GTF3C5,CFP
710	MDM2	-	FAM171A1,CWC25,GNL2,WDR45,ARHGEF6,MGEA5,ZNF766,ERICH3,DAPK1,PKM,NUDT9,ZBTB1,ZNHIT6,PRRC2C,DAAM2,MTSS1,TMEM87A,NUFIP1,RASGRF1,NAA10,FEZ1,PTPRD,BAIAP2,ZNF133
716	-	NFKB2	FCAR,CRP,CFHR4,IGHA1,FCGR2C,CEBPZ
717	-	RPN1,TPM4,CANT1	SCFD2,C17orf75,MOCS3,ZNF709,ASB7,BCS1L,SQRDL,PELO,MPP5,CCDC93,CEMP1,ZYG11B,MTMR6,NOL11,MTMR1,IFT52,DDX3Y,CCDC71,LETM1,CRB1,SNAPC5,QTRT1,KIZ,MTCH2,RNF185,RNF186,ZKSCAN1,DDX41,CEP72,RGP1,USP17L1,PCMT1,SFXN1,CCAR2,AP4B1,UBD,HRNR,HAUS3,NPC2,SKIV2L,TXNL1,TARS2,XPOT,BRIX1,ARPC2,HERC1,INSIG2,HIST1H2BL,TRIM47,GBAS,GET4,PEX6,SPG20,CCDC138,ERMP1,TNFAIP2,SNAP47,SNX29,TRIM4,TMEM126A,NBPF3,RNPEP,DARS2,TMEM86A,KCMF1,PGBD5,PABPC1L,GUF1,HYOU1,UTP15,FBXO45,MINA,GMPPA,MAST1,ACADSB,CS,NUDT19,NRBF2,GPR153,DCAF13,ARID5A,METTL3,STX11,IER5,KARS,PSMD5,PSMD11,AIMP2,NADSYN1,SLC33A1,CORO1B,ZNF14,GCDH,DIAPH3,NUDC,RFTN1,YES1,DHRS7B,APMAP,CYR61,TPP2,XRN2,EXOC2,DPH1,CHST14,NUDT13,THG1L,NSUN2,TTC21B,IER2,MAGEF1,NUP160,ZNF543,FAR2,TARS,WDR74
736	-	COL2A1	COL16A1,SAA4,COL4A1,COCH
738	-	ELF4	PCNX1,PRDM13,ONECUT2,DGKQ,BMP2K,VGLL3,FOXC2,KDM5B,SLITRK3
743	-	MAP3K13	MAP2K7,TRIB1
761	-	STK11	TBC1D23,WDR6,SIK1
765	-	TRIM27	FBXL19,PPP1R18,MAGEL2,ABCF3,TUFT1
772	-	CREB3L1	FXYD6,DOLK,LMBR1L,FXYD3,PTDSS1,FAM3A,P4HA2,SLC29A2,SLC29A1,ZDHHC21,PSENEN,ZNF599,TMEM115,SLC50A1,S100B,TIMM17B,APH1B,APH1A,SCGB1A1,TMEM14C,TMEM14A,RPRM,CYB561,TMEM19,VKORC1,TM4SF4,GAD1,ICAM4,LPCAT2,SACM1L,ALG3,CREBRF,CNPY3,UNC50,SLC30A2,PLLP,RIMS3,PLPP1,PNLIPRP1,C17orf62,AQP5,TRIM32,CLCN7,ACSF2,DNAJC30,LILRB5,ARL6IP1,CGRRF1,CES1,PTPN9,BTN2A2,TSPAN4,TMEM140,SEC61G,CREB3,TMEM100,SHMT2,CTSW,STK32C,SLC41A3,RAB23,ADTRP,ORMDL1,SYNGR1,SLC35C2,SLC19A3,ACSL5,KRTCAP2,SCLY,C16orf58,AGPAT3,USE1,SPOCK3,TMEM234,CELA3A,TMEM51,TIMM23,TMEM230,CMTM5
775	-	NCOR1,TCF12	ANKRD46,MKLN1,MYF6,MED12L,ZNF592,AKR1C2,GIT2,HEXIM2,LAMTOR4,LAMTOR5,HEBP2,LAMTOR1,ELSPBP1
776	-	VTI1A	STX8,PLBD1,ARL8B,DNAJC5,USP54,OAS3,LIMA1,CHMP3,TMEM192,VTA1,VAMP8,TACSTD2,ATP6V1B1,CHMP1A,SLC30A1,CHMP4B,CHMP1B
778	-	BUB1B	DNAJB8,HDAC5,HDAC4,RFX5,AHRR,ZNF354A,IKZF4,ANKRA2,RFXAP,ANKRD11
784	-	PTPN11	KIR2DL1,RPIA,PDCD1
792	-	FUBP1	NDUFB6,ERGIC1,SLC25A18,PYCR2,SLC25A13,SLC25A10,FAM50B,TRUB2,CPT2,MRPL54,MRPL55,MRPL57,MRPL50,MRPL51,NDUFA12,MRPL58,MRPL37,MRPS9,SLC38A2,MRPS7,MRPS2,MRPL38,MRPL39,NME4,ALDH1L2,MRPL42,GADD45GIP1,MRPL40,MRPL46,MRPL45,MRPL44,MRPL49,MRPL48,NOA1,NIT2,MRPL20,MRPL23,MRPL28,MGST3,TMEM177,ISCA1,ATP5C1,CHCHD1,DLD,MRPL41,MRPL12,MRPL13,MRPL14,MRPL15,MRPL16,MRPL17,MRPL18,MRPL19,MRPL4,MRPL2,MRPL3,MRPL1,MRPL9,MMAB,MRPS28,ACAD9,MRPS25,MRPS22,DAP3,PTCD1,HARS2,MALSU1,SYNJ2BP,MRPL24,RNASET2,MRPS30,C1QBP,MTG1,MRM3,MRM1,COX4I1,THNSL1,DLST,STOML2,MRPS27,ATP5F1,COX5A,MTERF3,RBMS2,MTERF4,MRPS17,MRPS16,MRPS14,MRPS11,MRPS10,PUSL1,PMPCB,UQCRC1,GTPBP10,YARS2,NSUN4,COX15,SUPV3L1,MCU
793	-	MLLT3	ELL3,EAF1
796	-	CSF3R	NCOA6,RBM14
798	-	FANCG,RMI2	FAAP100,APITD1,FANCB,FANCM,FAAP24,RMI1
804	-	ACSL6	ZNF7,SVIL,INCA1,FAM96B,ITGAM,ZXDA,CEACAM8,ZNF16,ZXDC
813	-	PHF6	RPL36A,LBHD1,DDX56,SRP9,NHP2,LLPH,DDX54,RSL24D1,LYAR,PRKRA,RTCA
815	-	USP8	VPS4A,UBE2G1,RNF128,NXN,CHMP7,CHMP6
817	-	HMGA2	BCL2A1
818	-	USP6	TGM2,RAB33B,PADI3,AKAP13,MAP1LC3A,KRT19
820	-	RET	FRMD5,PLPP3,CTNND1,FAU
825	-	NUP214	NXF3
844	-	GOPC	NLGN1
849	-	MITF	HOXB4
862	-	TSC2	FKBP15,GPR12,GRIA1,PKMYT1,CSMD1,WDR81,SACS,TMEM132D,ZFYVE1,TMEM132C,HYDIN,DLG3,DLG2,PREX2,MYBPH,TRIM42,DDX31,CSRNP3,ZCCHC9,PPP1R21,ZSWIM3,HOMER1,RPGRIP1L,SPOCD1,TMEM225,PCDH11X,KIAA0430,SH2D4A,TSKS,RIMBP2,FARP1,PHRF1,TANC1,GRXCR1,CEP192,PPP1R36,CASC1,KCNK10,PCIF1,ITPR3,CCDC8,GPATCH2,ELFN1,ELFN2,LMTK3,DZIP3,PPP1CA,SLC7A14,SFI1,PPP1R35,RBM26,PPP1R27,PDX1,VPS54,TRPC4AP
876	-	MAFB	MSX2,ZDHHC2,HOXD12
882	-	HOXC13,HOXA13,TLX3	HOXB8,PBX2,HOXD9,MEIS1
892	-	FLT3	FIZ1
894	-	SDHA	LRRC8A,DHODH,SLC2A14,ZC3H4,DDRGK1,NDUFS2,NDUFS3,IMPAD1,NDUFS6,NDUFS7,NDUFS8,CYB5R3,UQCC3
901	-	OLIG2	UTF1,POU3F3,SOX10,HOXC4,SOX8,PRRX2
911	-	PAX8	ANXA7,TMA16,RSBN1
924	-	IKZF1	AMOTL2,RWDD2B,MPPED2,DCX,NFIL3,RAD51D
925	-	BCL7A,WHSC1L1	ZNF57,SMYD3,H2AFY2,MAU2,CHAF1B,CBX5,ZNF585A,ZNF620,ZFP1,ZNF8,AHDC1,ZNF585B,ZNF552,ZNF649,ADNP2,CDCA8,ZNF324,ZNF45,ZNF689,ZNF227,TONSL,ORC3,ZNF324B,VPS4B,ZFP82,ZNF518A,HIST1H1B,FAR1,ZNF569,ZNF264,ZNF462,ZNF460,ZNF773,HIST3H2A
926	-	CBFA2T3	PLXNA3,ZNF608,ATN1
931	-	MYH11	WRAP73,MYL12B,RD3L
934	-	MAX,FUS,HNRNPA2B1	TBC1D9B,RPL34,TAF5L,GGT7,PFKP
935	-	PDE4DIP	MYOM2,ATP2A1,UBE2J2,MYO18B,ZNF835,GPATCH2L,BOC,SEC31A,TNNT1,TNNT3,TULP3,GSE1,ARHGAP21,JMJD1C,MORF4L1,ZSCAN23,DST,BRMS1L,ZFAT,MGA,RNF167,ZNF619,MBTD1,ARMCX2,ZNF793
942	-	HOXD13	HEY2,HAND2
949	-	SMARCB1	SMARCD3,SMARCD2,CHD7
952	-	GATA2,POU2AF1	NAB1
954	-	PCM1	FOPNL
955	-	CHN1	RHOV,NCK2
959	-	CNOT3	TOB1,RAVER1,TOB2,CNOT11,CNOT10,CPEB3,HNRNPH3
964	-	TCF3	NEUROG2,ASCL1,MEF2D
983	-	PRF1	SRGN,FHL3,CNNM3,KLF3
987	-	NUTM2B	ATXN1,SETD6
992	-	SS18L1	FAM168A,ANKRD22,USP30,GATAD1,TIMM8A,FBXW5
995	-	CDK12	KRT31,KRT32,IPPK,KRTAP9-3
999	-	FAT4	DCHS1,PCDH9,CD247,RYK,NCR3LG1,NCR3,CELSR2,CELSR1,NOMO3,FREM2,ADGRA3,ADGRA2,PCDHGA11,PCDH20,PCDH7
1006	-	IDH2	HADH,GNL3L,MFRP,SRFBP1,SLC2A4,C1QTNF5,SORT1,MAP1S,LNPEP
1013	-	FCGR2B	IGHG1,IGLC1
1021	-	RNF213	PIP5K1B,ITSN2,MCRS1,KANSL2
1044	-	MYB	BEX3,LIN9,KMT2E,COX7B,FBXL5,NBPF14,MED15,KIF2A,ZFC3H1,NCAM2,PCDH17
1054	-	ALDH2	SIRT3,FAM45A,TMEM256,GPI,FAM45BP
1055	-	TAL2	SSX5,PCBD2,KCNIP3,C1D,TGIF2LY,IRF2BP1,PBXIP1
1057	-	NCKIPSD	PDLIM3,RYR1,MYOT,PALLD,MYOZ2,MYOZ3
1061	-	BRD3	FRMD4A,CEP162,YEATS4,CPNE4
1066	-	CLP1	TSEN34,RAB3GAP2,TSEN54,ARMCX3,RBM12,GNE
1070	-	CFH	KLK1
1077	-	POLE	TBC1D13,POLD4,SEC23IP,ZNF518B
1081	-	PCSK7,NAB2	PCSK2,PMCH,MCHR2,MCHR1,ZMYND19
1085	-	EWSR1	FLI1,CD68
1088	-	NT5C2	DRG2,ADSL,RSBN1L
1143	-	RANBP17	TNN,PSPC1,AK6,XPO6
1182	-	PER1	CSNK1G2
1186	-	EXT1	MYH1,ACTR3B
1211	-	SEPT5	CXorf57,TNFAIP8,PLEKHF2,CCDC172,AIDA,DPPA4,DRAP1,CGGBP1
1250	-	HLF,ARNT	HIF3A
1264	-	MAGI1	ADRB1
1269	-	RSPO3,RSPO2	LGR4,RSPO4
1278	-	FBXO11	KRT33B,TCHH,EFHD1
1292	-	RABEP1	KCNH1
1314	-	SEPT6	SEPT7,SEPT12
