24	0.0	4_PAX5:0.0,MUC1:0.272714418721,BCL3:0.0,OLIG2:0.0,XPA:0.0,REL:0.0,RECQL4:0.0,TCL1A:0.0,EP300:0.272714418721,MN1:0.0,TBL1XR1:0.0,CASP8:0.0
25	0.0	29_CARD11:0.0,CCND1:0.216531666935,NFKB2:0.0
26	0.0	3_MAP3K1:0.272714418721,MSN:0.0,BRAF:0.272714418721,PAFAH1B2:0.0,USP8:0.0,YWHAE:0.0,NCOR1:0.0,TCF12:0.0,MLF1:0.0,ATIC:0.0,EZR:0.125448700485,TRIP11:0.0,ATP2B3:0.0
27	0.0	36_EPS15:0.0,MDM2:0.128001297944,WHSC1:0.0
28	0.0	62_XPO1:0.0,DICER1:0.0
29	0.0	12_PLCG1:0.0,FANCA:0.0,ABI1:0.0,FCGR2B:0.0,SH2B3:0.0,FAS:0.272714418721,ABL2:0.0
30	0.0	11_SS18:0.0,MAFB:0.0,MECOM:0.0,GOPC:0.0,HOXA9:0.0,MAP2K4:0.0,JUN:0.272714418721
31	0.0	15_ASXL1:0.0,AR:0.28,KMT2A:0.0,GATA3:0.0,KMT2D:0.0
32	0.0	9_BRCA2:0.121900093105,TOP1:0.272714418721,PAX3:0.0,DDB2:0.0,DNM2:0.0,ABL1:0.0,NKX2-1:0.0,NCKIPSD:0.0
33	0.0	19_CDK12:0.0,NCOA2:0.122724350242,NCOA1:0.120271441872,TRIM24:0.0
34	0.0	10_TPR:0.0,ERC1:0.0,KIF5B:0.0,EIF4A2:0.0,ERCC3:0.0,ATP1A1:0.0,RHOA:0.272714418721,SMAD2:0.0
35	0.0	61_NONO:0.0,MLH1:0.125448700485
36	0.0	18_DNMT3A:0.272714418721,FIP1L1:0.0,NUP98:0.0,BCL9:0.0,CDC73:0.0
37	0.111111111111	6_LPP:0.0,ATF1:0.0,GNA11:0.0,CD74:0.0,LASP1:0.0,KDR:0.0,CXCR4:0.272714418721,SDC4:0.0,KTN1:0.0
38	0.0	33_VHL:0.0,DCTN1:0.0,MALT1:0.0
39	0.0	58_CHD4:0.0,NAB2:0.0
40	0.166666666667	14_EGFR:0.143684963523,PRCC:0.0,ROS1:0.0,MTOR:0.0,TERT:0.0,RAP1GDS1:0.0
41	0.0	40_GATA2:0.0,CREBBP:0.120271441872,POU2AF1:0.0
42	0.0	54_CIITA:0.0,IRF4:0.0
43	0.0	2_NUP214:0.0,ZMYM2:0.0,SETD2:0.0,UBR5:0.0,ETV6:0.0,RANBP2:0.0,IL7R:0.0,SOX2:0.0,CALR:0.120271441872,ZCCHC8:0.0,RBM15:0.0,CNOT3:0.0,LONP1:0.0
44	0.0	49_FUBP1:0.0,PCBP1:0.0
45	0.0	32_HNF1A:0.0,BCL6:0.0,HMGA1:0.0
46	0.0	13_DDX5:0.0,MYOD1:0.0,THRAP3:0.0,ERG:0.161931158082,DEK:0.0,BTG1:0.0
47	0.0	57_KDM5A:0.0,SUZ12:0.0
48	0.0	67_TRIM27:0.0,TAL1:0.0
49	0.0	23_TFG:0.0,EIF3E:0.0,TNFRSF14:0.0,RAD21:0.0
50	0.0	52_ARID2:0.0,SMARCD1:0.0
51	0.0	26_MAP2K2:0.0,CCNE1:0.0,CDK4:0.0
52	0.0	28_STAG2:0.0,SFPQ:0.0,TSC1:0.0
53	0.0	27_KMT2C:0.0,KLF4:0.0,KDM6A:0.0
54	0.0	17_PCM1:0.0,MYB:0.0,CLTC:0.0,BCR:0.0,NFKBIE:0.0
55	0.0	38_FANCG:0.0,XPC:0.0,ERCC4:0.0
56	0.0	35_MLLT1:0.0,ELL:0.0,MLLT3:0.0
57	0.0	60_CBFB:0.0,GAS7:0.0
58	0.0	21_NSD1:0.0,DDX6:0.0,AFF4:0.0,AFF1:0.0
59	0.0	50_RPL15:0.0,RPL22:0.0
60	0.0	25_SEPT5:0.0,MAX:0.0,FUS:0.0,HNRNPA2B1:0.0
61	0.0	47_CBLC:0.0,RET:0.0
62	0.0	20_RPN1:0.0,LZTR1:0.0,SSX4B:0.0,SND1:0.0
